Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
35928,2023-02-06 00:00:00,33.3,0.0,347.0,1278.0,0.0,2340.0,346.0,28.0
35929,2023-02-06 01:00:00,43.63,0.0,474.0,1142.0,0.0,2402.0,343.0,28.0
35930,2023-02-06 02:00:00,42.25,0.0,479.0,1173.0,0.0,2550.0,346.0,28.0
35931,2023-02-06 03:00:00,40.61,0.0,485.0,1217.0,0.0,2742.0,343.0,28.0
35932,2023-02-06 04:00:00,51.49,0.0,649.0,1235.0,0.0,2717.0,347.0,28.0
35933,2023-02-06 05:00:00,73.05,0.0,1025.0,1196.0,0.0,2809.0,354.0,28.0
35934,2023-02-06 06:00:00,85.1,0.0,1418.0,1692.0,0.0,2869.0,353.0,29.0
35935,2023-02-06 07:00:00,84.28,0.0,1590.0,2432.0,17.0,2749.0,361.0,29.0
35936,2023-02-06 08:00:00,83.04,0.0,1609.0,2294.0,356.0,2720.0,362.0,29.0
35937,2023-02-06 09:00:00,86.23,0.0,1720.0,1954.0,894.0,2580.0,357.0,22.0
35938,2023-02-06 10:00:00,92.48,0.0,1807.0,1612.0,1199.0,2331.0,343.0,12.0
35939,2023-02-06 11:00:00,99.69,0.0,1918.0,1592.0,1337.0,1987.0,342.0,12.0
35940,2023-02-06 12:00:00,99.92,0.0,1865.0,1552.0,1381.0,1840.0,349.0,17.0
35941,2023-02-06 13:00:00,100.61,0.0,1846.0,1571.0,1357.0,1756.0,353.0,20.0
35942,2023-02-06 14:00:00,100.39,0.0,1837.0,1596.0,1275.0,1808.0,349.0,20.0
35943,2023-02-06 15:00:00,107.08,0.0,2023.0,1640.0,1036.0,2032.0,351.0,21.0
35944,2023-02-06 16:00:00,115.73,0.0,2265.0,1884.0,591.0,2237.0,348.0,21.0
35945,2023-02-06 17:00:00,127.71,0.0,2644.0,2108.0,123.0,2506.0,349.0,20.0
35946,2023-02-06 18:00:00,114.52,0.0,2740.0,2655.0,0.0,3192.0,350.0,21.0
35947,2023-02-06 19:00:00,105.24,0.0,2701.0,2890.0,0.0,3654.0,345.0,21.0
35948,2023-02-06 20:00:00,99.73,0.0,2521.0,2872.0,0.0,3727.0,343.0,23.0
35949,2023-02-06 21:00:00,94.79,0.0,2293.0,2644.0,0.0,3790.0,340.0,23.0
35950,2023-02-06 22:00:00,95.12,0.0,2223.0,2354.0,0.0,3843.0,343.0,23.0
35951,2023-02-06 23:00:00,95.1,0.0,2061.0,1969.0,0.0,3767.0,338.0,23.0
