,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2023-08-18 00:00:00,2023-08-20 14:50:47,3.0,506.73,1132.0,1976.0,0.0,0.0,0.0,510.0,206.0,83.0
1,2023-08-18 01:00:00,2023-08-20 14:50:47,3.0,562.63,1191.0,2054.0,0.0,0.0,0.0,245.0,84.0,115.0
2,2023-08-18 02:00:00,2023-08-20 14:50:47,3.0,574.22,1245.0,2228.0,0.0,0.0,0.0,113.0,139.0,157.0
3,2023-08-18 03:00:00,2023-08-20 14:50:47,3.0,582.43,1273.0,2306.0,0.0,0.0,0.0,72.0,120.0,153.0
4,2023-08-18 04:00:00,2023-08-20 14:50:47,3.0,589.82,1334.0,2267.0,0.0,0.0,0.0,70.0,95.0,112.0
5,2023-08-18 05:00:00,2023-08-20 14:50:47,3.0,590.78,1339.0,2252.0,0.0,0.0,0.0,4.0,143.0,47.0
6,2023-08-18 06:00:00,2023-08-20 14:50:47,3.0,592.43,1343.0,2023.0,0.0,0.0,0.0,0.0,175.0,31.0
7,2023-08-18 07:00:00,2023-08-20 14:50:47,3.0,594.72,1342.0,1897.0,0.0,0.0,0.0,0.0,183.0,30.0
8,2023-08-18 08:00:00,2023-08-20 14:50:47,3.0,611.29,1342.0,1509.0,0.0,0.0,0.0,0.0,166.0,29.0
9,2023-08-18 09:00:00,2023-08-20 14:50:47,3.0,624.07,1358.0,1234.0,0.0,0.0,0.0,0.0,168.0,31.0
10,2023-08-18 10:00:00,2023-08-20 14:50:47,3.0,629.39,1302.0,1143.0,0.0,0.0,0.0,0.0,147.0,29.0
11,2023-08-18 11:00:00,2023-08-20 14:50:47,3.0,633.76,1269.0,1086.0,0.0,0.0,0.0,0.0,132.0,30.0
12,2023-08-18 12:00:00,2023-08-20 14:50:47,3.0,636.89,1250.0,1090.0,0.0,0.0,0.0,0.0,113.0,31.0
13,2023-08-18 13:00:00,2023-08-20 14:50:47,3.0,672.6,1372.0,972.0,0.0,0.0,0.0,0.0,39.0,39.0
14,2023-08-18 14:00:00,2023-08-20 14:50:47,3.0,691.49,1376.0,773.0,0.0,0.0,0.0,13.0,19.0,31.0
15,2023-08-18 15:00:00,2023-08-20 14:50:47,3.0,660.9,1320.0,760.0,0.0,0.0,0.0,114.0,17.0,29.0
16,2023-08-18 16:00:00,2023-08-20 14:50:47,3.0,624.52,1220.0,757.0,0.0,0.0,0.0,227.0,12.0,30.0
17,2023-08-18 17:00:00,2023-08-20 14:50:47,3.0,554.99,1195.0,762.0,0.0,0.0,0.0,490.0,40.0,31.0
18,2023-08-18 18:00:00,2023-08-20 14:50:47,3.0,534.63,1162.0,836.0,0.0,0.0,0.0,547.0,60.0,30.0
19,2023-08-18 19:00:00,2023-08-20 14:50:47,3.0,556.43,1167.0,954.0,0.0,0.0,0.0,439.0,44.0,30.0
20,2023-08-18 20:00:00,2023-08-20 14:50:47,3.0,578.68,1255.0,1173.0,0.0,0.0,0.0,310.0,65.0,29.0
21,2023-08-18 21:00:00,2023-08-20 14:50:47,3.0,587.75,1274.0,1244.0,0.0,0.0,0.0,264.0,60.0,32.0
22,2023-08-18 22:00:00,2023-08-20 14:50:47,3.0,572.09,1310.0,1504.0,0.0,0.0,0.0,305.0,85.0,56.0
23,2023-08-18 23:00:00,2023-08-20 14:50:47,3.0,545.21,1324.0,1673.0,0.0,0.0,0.0,456.0,100.0,65.0
