UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
2023-01-01 00:00:00,36.0,45.0,699.0,0.0,158.0,0.0,0.0,17.0
2023-01-01 01:00:00,40.0,47.0,699.0,0.0,157.0,0.0,0.0,17.0
2023-01-01 02:00:00,37.0,52.0,698.0,0.0,157.0,0.0,0.0,17.0
2023-01-01 03:00:00,35.0,48.0,698.0,0.0,158.0,0.0,0.0,17.0
2023-01-01 04:00:00,35.0,48.0,698.0,0.0,158.0,0.0,0.0,17.0
2023-01-01 05:00:00,36.0,49.0,698.0,0.0,214.0,0.0,0.0,17.0
2023-01-01 06:00:00,36.0,50.0,698.0,0.0,235.0,0.0,0.0,17.0
2023-01-01 07:00:00,36.0,52.0,698.0,0.0,231.0,10.0,0.0,17.0
2023-01-01 08:00:00,36.0,58.0,698.0,0.0,282.0,28.0,0.0,17.0
2023-01-01 09:00:00,36.0,51.0,698.0,0.0,277.0,50.0,0.0,17.0
2023-01-01 10:00:00,36.0,49.0,698.0,0.0,241.0,64.0,0.0,16.0
2023-01-01 11:00:00,36.0,48.0,699.0,0.0,227.0,66.0,0.0,17.0
2023-01-01 12:00:00,36.0,47.0,699.0,0.0,340.0,50.0,0.0,16.0
2023-01-01 13:00:00,36.0,52.0,699.0,0.0,351.0,27.0,0.0,16.0
2023-01-01 14:00:00,36.0,57.0,699.0,0.0,450.0,9.0,0.0,16.0
2023-01-01 15:00:00,36.0,52.0,699.0,0.0,554.0,0.0,0.0,17.0
2023-01-01 16:00:00,36.0,50.0,698.0,0.0,615.0,0.0,0.0,17.0
2023-01-01 17:00:00,36.0,49.0,698.0,0.0,584.0,0.0,0.0,17.0
2023-01-01 18:00:00,36.0,47.0,698.0,0.0,689.0,0.0,0.0,18.0
2023-01-01 19:00:00,36.0,50.0,698.0,0.0,640.0,0.0,0.0,17.0
2023-01-01 20:00:00,36.0,53.0,698.0,0.0,443.0,0.0,0.0,18.0
2023-01-01 21:00:00,36.0,46.0,698.0,0.0,346.0,0.0,0.0,18.0
2023-01-01 22:00:00,36.0,42.0,698.0,0.0,199.0,0.0,0.0,17.0
2023-01-01 23:00:00,35.0,41.0,698.0,0.0,141.0,0.0,0.0,17.0
