UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
2023-02-17 00:00:00,265.0,65.0,699.0,0.0,80.0,0.0,0.0,19.0
2023-02-17 01:00:00,263.0,65.0,699.0,0.0,80.0,0.0,0.0,19.0
2023-02-17 02:00:00,262.0,66.0,699.0,0.0,80.0,0.0,0.0,19.0
2023-02-17 03:00:00,263.0,68.0,699.0,0.0,80.0,0.0,0.0,18.0
2023-02-17 04:00:00,306.0,69.0,698.0,0.0,101.0,0.0,0.0,18.0
2023-02-17 05:00:00,405.0,69.0,698.0,0.0,306.0,0.0,0.0,18.0
2023-02-17 06:00:00,514.0,71.0,698.0,0.0,553.0,7.0,0.0,18.0
2023-02-17 07:00:00,499.0,69.0,698.0,0.0,506.0,38.0,0.0,18.0
2023-02-17 08:00:00,406.0,66.0,698.0,0.0,358.0,70.0,0.0,18.0
2023-02-17 09:00:00,322.0,67.0,698.0,0.0,268.0,85.0,0.0,19.0
2023-02-17 10:00:00,317.0,66.0,698.0,0.0,188.0,92.0,0.0,19.0
2023-02-17 11:00:00,317.0,65.0,699.0,0.0,183.0,106.0,0.0,19.0
2023-02-17 12:00:00,323.0,64.0,699.0,0.0,193.0,104.0,0.0,20.0
2023-02-17 13:00:00,306.0,63.0,699.0,0.0,236.0,74.0,0.0,20.0
2023-02-17 14:00:00,412.0,64.0,699.0,0.0,468.0,39.0,0.0,20.0
2023-02-17 15:00:00,500.0,66.0,699.0,0.0,543.0,13.0,0.0,20.0
2023-02-17 16:00:00,494.0,65.0,699.0,0.0,521.0,1.0,0.0,18.0
2023-02-17 17:00:00,484.0,66.0,699.0,0.0,606.0,0.0,0.0,19.0
2023-02-17 18:00:00,508.0,68.0,699.0,0.0,631.0,0.0,0.0,19.0
2023-02-17 19:00:00,475.0,69.0,699.0,0.0,511.0,0.0,0.0,19.0
2023-02-17 20:00:00,400.0,68.0,699.0,0.0,463.0,0.0,0.0,19.0
2023-02-17 21:00:00,295.0,68.0,699.0,0.0,348.0,0.0,0.0,19.0
2023-02-17 22:00:00,285.0,66.0,699.0,0.0,217.0,0.0,0.0,19.0
2023-02-17 23:00:00,248.0,63.0,699.0,0.0,95.0,0.0,0.0,19.0
