,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
0,2023-09-06 00:00:00,2023-09-08 18:25:38,3.0,459.3,397.0,28.0
1,2023-09-06 01:00:00,2023-09-08 18:25:38,3.0,460.11,321.0,22.0
2,2023-09-06 02:00:00,2023-09-08 18:25:38,3.0,462.59,352.0,22.0
3,2023-09-06 03:00:00,2023-09-08 18:25:38,3.0,453.15,396.0,34.0
4,2023-09-06 04:00:00,2023-09-08 18:25:38,3.0,463.3,362.0,22.0
5,2023-09-06 05:00:00,2023-09-08 18:25:38,3.0,456.28,282.0,22.0
6,2023-09-06 06:00:00,2023-09-08 18:25:38,3.0,456.71,286.0,22.0
7,2023-09-06 07:00:00,2023-09-08 18:25:38,3.0,456.05,280.0,22.0
8,2023-09-06 08:00:00,2023-09-08 18:25:38,3.0,449.16,229.0,22.0
9,2023-09-06 09:00:00,2023-09-08 18:25:38,3.0,447.64,220.0,22.0
10,2023-09-06 10:00:00,2023-09-08 18:25:38,3.0,445.62,209.0,22.0
11,2023-09-06 11:00:00,2023-09-08 18:25:38,3.0,445.81,210.0,22.0
12,2023-09-06 12:00:00,2023-09-08 18:25:38,3.0,447.46,219.0,22.0
13,2023-09-06 13:00:00,2023-09-08 18:25:38,3.0,450.26,236.0,22.0
14,2023-09-06 14:00:00,2023-09-08 18:25:38,3.0,450.42,237.0,22.0
15,2023-09-06 15:00:00,2023-09-08 18:25:38,3.0,418.45,215.0,39.0
16,2023-09-06 16:00:00,2023-09-08 18:25:38,3.0,412.66,201.0,40.0
17,2023-09-06 17:00:00,2023-09-08 18:25:38,3.0,418.03,219.0,40.0
18,2023-09-06 18:00:00,2023-09-08 18:25:38,3.0,416.9,215.0,40.0
19,2023-09-06 19:00:00,2023-09-08 18:25:38,3.0,412.33,200.0,40.0
20,2023-09-06 20:00:00,2023-09-08 18:25:38,3.0,414.84,208.0,40.0
21,2023-09-06 21:00:00,2023-09-08 18:25:38,3.0,412.98,202.0,40.0
22,2023-09-06 22:00:00,2023-09-08 18:25:38,3.0,406.79,184.0,40.0
23,2023-09-06 23:00:00,2023-09-08 18:25:38,3.0,418.03,219.0,40.0
