Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
36072,2023-02-12 00:00:00,101.43,26.0,47.0,0.0,241.0,82.0,8.0
36073,2023-02-12 01:00:00,112.57,26.0,26.0,0.0,215.0,82.0,8.0
36074,2023-02-12 02:00:00,119.65,26.0,28.0,0.0,190.0,82.0,8.0
36075,2023-02-12 03:00:00,115.82,26.0,58.0,0.0,177.0,83.0,8.0
36076,2023-02-12 04:00:00,117.5,27.0,59.0,0.0,173.0,82.0,8.0
36077,2023-02-12 05:00:00,136.68,27.0,64.0,0.0,116.0,83.0,8.0
36078,2023-02-12 06:00:00,125.77,27.0,74.0,22.0,120.0,83.0,8.0
36079,2023-02-12 07:00:00,97.36,27.0,97.0,72.0,180.0,83.0,8.0
36080,2023-02-12 08:00:00,104.1,27.0,45.0,116.0,163.0,83.0,8.0
36081,2023-02-12 09:00:00,99.72,27.0,50.0,140.0,159.0,83.0,7.0
36082,2023-02-12 10:00:00,83.29,26.0,75.0,150.0,242.0,83.0,8.0
36083,2023-02-12 11:00:00,81.88,26.0,48.0,136.0,283.0,83.0,8.0
36084,2023-02-12 12:00:00,79.94,26.0,50.0,100.0,307.0,83.0,7.0
36085,2023-02-12 13:00:00,84.19,25.0,67.0,63.0,274.0,83.0,7.0
36086,2023-02-12 14:00:00,81.05,25.0,62.0,13.0,325.0,82.0,7.0
36087,2023-02-12 15:00:00,75.42,25.0,62.0,0.0,376.0,82.0,7.0
36088,2023-02-12 16:00:00,71.55,25.0,81.0,0.0,399.0,83.0,7.0
36089,2023-02-12 17:00:00,72.47,26.0,72.0,0.0,404.0,83.0,7.0
36090,2023-02-12 18:00:00,72.53,25.0,50.0,0.0,414.0,83.0,7.0
36091,2023-02-12 19:00:00,76.79,25.0,50.0,0.0,367.0,83.0,6.0
36092,2023-02-12 20:00:00,76.11,25.0,47.0,0.0,375.0,83.0,6.0
36093,2023-02-12 21:00:00,83.71,25.0,25.0,0.0,335.0,82.0,6.0
36094,2023-02-12 22:00:00,83.33,25.0,50.0,0.0,317.0,82.0,6.0
36095,2023-02-12 23:00:00,83.02,25.0,66.0,0.0,308.0,83.0,6.0
