Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
40704,2023-08-24 00:00:00,146.19,194.0,24.0,0.0,274.0,87.0,30.0
40705,2023-08-24 01:00:00,163.38,194.0,24.0,0.0,219.0,88.0,34.0
40706,2023-08-24 02:00:00,177.12,193.0,24.0,3.0,194.0,88.0,44.0
40707,2023-08-24 03:00:00,224.81,394.0,24.0,22.0,189.0,88.0,44.0
40708,2023-08-24 04:00:00,235.95,503.0,24.0,52.0,186.0,87.0,44.0
40709,2023-08-24 05:00:00,242.02,537.0,24.0,65.0,174.0,87.0,48.0
40710,2023-08-24 06:00:00,251.14,584.0,24.0,65.0,161.0,87.0,47.0
40711,2023-08-24 07:00:00,232.32,504.0,24.0,101.0,156.0,87.0,47.0
40712,2023-08-24 08:00:00,199.06,501.0,23.0,249.0,161.0,86.0,47.0
40713,2023-08-24 09:00:00,157.27,389.0,23.0,331.0,211.0,86.0,47.0
40714,2023-08-24 10:00:00,145.1,376.0,23.0,321.0,291.0,87.0,47.0
40715,2023-08-24 11:00:00,160.32,482.0,23.0,326.0,317.0,86.0,47.0
40716,2023-08-24 12:00:00,162.28,443.0,23.0,282.0,293.0,86.0,46.0
40717,2023-08-24 13:00:00,171.0,415.0,23.0,227.0,258.0,86.0,47.0
40718,2023-08-24 14:00:00,184.2,391.0,23.0,152.0,231.0,86.0,46.0
40719,2023-08-24 15:00:00,214.63,392.0,23.0,65.0,187.0,86.0,46.0
40720,2023-08-24 16:00:00,240.24,396.0,23.0,16.0,153.0,86.0,46.0
40721,2023-08-24 17:00:00,255.62,399.0,23.0,1.0,126.0,86.0,46.0
40722,2023-08-24 18:00:00,272.93,402.0,23.0,0.0,86.0,86.0,47.0
40723,2023-08-24 19:00:00,273.95,406.0,23.0,0.0,85.0,86.0,47.0
40724,2023-08-24 20:00:00,240.93,205.0,23.0,0.0,66.0,86.0,47.0
40725,2023-08-24 21:00:00,135.84,12.0,23.0,0.0,41.0,86.0,40.0
40726,2023-08-24 22:00:00,146.16,12.0,23.0,0.0,14.0,87.0,36.0
40727,2023-08-24 23:00:00,152.36,12.0,23.0,0.0,7.0,87.0,36.0
