Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
38160,2023-05-10 00:00:00,95.51,11.0,25.0,0.0,198.0,65.0,9.0
38161,2023-05-10 01:00:00,109.55,12.0,25.0,1.0,155.0,68.0,8.0
38162,2023-05-10 02:00:00,105.56,12.0,57.0,10.0,133.0,68.0,8.0
38163,2023-05-10 03:00:00,98.48,12.0,68.0,41.0,128.0,68.0,8.0
38164,2023-05-10 04:00:00,93.26,12.0,85.0,121.0,80.0,68.0,7.0
38165,2023-05-10 05:00:00,91.25,12.0,83.0,239.0,23.0,68.0,7.0
38166,2023-05-10 06:00:00,84.49,12.0,92.0,352.0,3.0,68.0,8.0
38167,2023-05-10 07:00:00,80.55,11.0,51.0,422.0,25.0,68.0,8.0
38168,2023-05-10 08:00:00,72.4,11.0,41.0,441.0,102.0,68.0,8.0
38169,2023-05-10 09:00:00,70.09,11.0,25.0,405.0,156.0,68.0,8.0
38170,2023-05-10 10:00:00,73.45,13.0,25.0,346.0,160.0,68.0,8.0
38171,2023-05-10 11:00:00,72.51,11.0,25.0,301.0,176.0,68.0,8.0
38172,2023-05-10 12:00:00,75.68,11.0,25.0,255.0,169.0,68.0,8.0
38173,2023-05-10 13:00:00,79.47,11.0,25.0,206.0,164.0,68.0,8.0
38174,2023-05-10 14:00:00,88.45,11.0,25.0,142.0,144.0,68.0,8.0
38175,2023-05-10 15:00:00,102.44,10.0,26.0,72.0,122.0,68.0,8.0
38176,2023-05-10 16:00:00,98.21,10.0,95.0,23.0,108.0,68.0,8.0
38177,2023-05-10 17:00:00,102.69,10.0,98.0,5.0,95.0,68.0,7.0
38178,2023-05-10 18:00:00,100.89,10.0,98.0,0.0,109.0,67.0,8.0
38179,2023-05-10 19:00:00,90.56,10.0,98.0,0.0,141.0,68.0,7.0
38180,2023-05-10 20:00:00,92.17,10.0,63.0,0.0,164.0,68.0,7.0
38181,2023-05-10 21:00:00,103.65,10.0,25.0,0.0,158.0,68.0,7.0
38182,2023-05-10 22:00:00,92.4,11.0,26.0,0.0,194.0,65.0,7.0
38183,2023-05-10 23:00:00,93.45,11.0,25.0,0.0,200.0,66.0,8.0
