Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
41520,2023-09-27 00:00:00,2024-07-17 00:00:00,3.1,43.76,172.0,584.0,13154.0,0.0,6634.0,0.0,6927.0,1401.0,184.0
41521,2023-09-27 01:00:00,2024-07-17 00:00:00,3.1,44.09,172.0,584.0,13234.0,0.0,7028.0,0.0,6302.0,1397.0,184.0
41522,2023-09-27 02:00:00,2024-07-17 00:00:00,3.1,43.52,166.0,584.0,13307.0,0.0,7296.0,0.0,6416.0,1394.0,184.0
41523,2023-09-27 03:00:00,2024-07-17 00:00:00,3.1,42.73,167.0,579.0,13368.0,0.0,7664.0,0.0,6790.0,1389.0,184.0
41524,2023-09-27 04:00:00,2024-07-17 00:00:00,3.1,43.5,187.0,663.0,13388.0,0.0,8017.0,84.0,7518.0,1396.0,184.0
41525,2023-09-27 05:00:00,2024-07-17 00:00:00,3.1,43.43,202.0,671.0,13390.0,0.0,8298.0,287.0,7783.0,1400.0,177.0
41526,2023-09-27 06:00:00,2024-07-17 00:00:00,3.1,45.9,234.0,716.0,13389.0,54.0,8503.0,526.0,7358.0,1411.0,162.0
41527,2023-09-27 07:00:00,2024-07-17 00:00:00,3.1,44.44,240.0,674.0,13508.0,4.0,8505.0,746.0,7310.0,1413.0,160.0
41528,2023-09-27 08:00:00,2024-07-17 00:00:00,3.1,43.39,205.0,612.0,13553.0,0.0,8492.0,824.0,6848.0,1452.0,163.0
41529,2023-09-27 09:00:00,2024-07-17 00:00:00,3.1,44.34,172.0,647.0,13573.0,0.0,8286.0,844.0,6008.0,1469.0,172.0
41530,2023-09-27 10:00:00,2024-07-17 00:00:00,3.1,44.2,182.0,582.0,13593.0,0.0,8419.0,725.0,5816.0,1466.0,194.0
41531,2023-09-27 11:00:00,2024-07-17 00:00:00,3.1,44.66,194.0,630.0,13624.0,0.0,8479.0,496.0,6292.0,1487.0,191.0
41532,2023-09-27 12:00:00,2024-07-17 00:00:00,3.1,45.85,199.0,695.0,13620.0,0.0,8501.0,412.0,6859.0,1515.0,221.0
41533,2023-09-27 13:00:00,2024-07-17 00:00:00,3.1,44.14,186.0,749.0,13654.0,0.0,8383.0,306.0,8357.0,1533.0,185.0
41534,2023-09-27 14:00:00,2024-07-17 00:00:00,3.1,42.25,177.0,696.0,13665.0,0.0,8289.0,119.0,10419.0,1545.0,229.0
41535,2023-09-27 15:00:00,2024-07-17 00:00:00,3.1,40.81,176.0,619.0,13706.0,33.0,8453.0,11.0,11782.0,1543.0,244.0
41536,2023-09-27 16:00:00,2024-07-17 00:00:00,3.1,37.95,179.0,556.0,13703.0,45.0,8425.0,0.0,13575.0,1554.0,184.0
41537,2023-09-27 17:00:00,2024-07-17 00:00:00,3.1,36.29,159.0,557.0,13736.0,4.0,8500.0,0.0,13908.0,1569.0,160.0
41538,2023-09-27 18:00:00,2024-07-17 00:00:00,3.1,36.68,152.0,571.0,13742.0,4.0,8197.0,0.0,13674.0,1591.0,160.0
41539,2023-09-27 19:00:00,2024-07-17 00:00:00,3.1,36.5,156.0,531.0,13778.0,4.0,7824.0,0.0,13464.0,1587.0,160.0
41540,2023-09-27 20:00:00,2024-07-17 00:00:00,3.1,37.42,158.0,559.0,13777.0,4.0,7497.0,0.0,12855.0,1585.0,160.0
41541,2023-09-27 21:00:00,2024-07-17 00:00:00,3.1,37.54,152.0,564.0,13847.0,0.0,6811.0,0.0,12796.0,1586.0,160.0
41542,2023-09-27 22:00:00,2024-07-17 00:00:00,3.1,37.57,157.0,542.0,14413.0,0.0,6909.0,0.0,11951.0,1589.0,160.0
41543,2023-09-27 23:00:00,2024-07-17 00:00:00,3.1,39.81,160.0,608.0,14450.0,0.0,7058.0,0.0,10184.0,1592.0,160.0
