Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
39864,2023-07-20 00:00:00,2024-07-17 00:00:00,3.1,320.55,1141.0,176.0
39865,2023-07-20 01:00:00,2024-07-17 00:00:00,3.1,319.43,1036.0,164.0
39866,2023-07-20 02:00:00,2024-07-17 00:00:00,3.1,342.89,1050.0,83.0
39867,2023-07-20 03:00:00,2024-07-17 00:00:00,3.1,359.91,1070.0,30.0
39868,2023-07-20 04:00:00,2024-07-17 00:00:00,3.1,364.86,1065.0,15.0
39869,2023-07-20 05:00:00,2024-07-17 00:00:00,3.1,368.63,1077.0,4.0
39870,2023-07-20 06:00:00,2024-07-17 00:00:00,3.1,369.64,1026.0,1.0
39871,2023-07-20 07:00:00,2024-07-17 00:00:00,3.1,370.0,1021.0,0.0
39872,2023-07-20 08:00:00,2024-07-17 00:00:00,3.1,370.0,953.0,0.0
39873,2023-07-20 09:00:00,2024-07-17 00:00:00,3.1,370.0,920.0,0.0
39874,2023-07-20 10:00:00,2024-07-17 00:00:00,3.1,370.0,841.0,0.0
39875,2023-07-20 11:00:00,2024-07-17 00:00:00,3.1,370.0,830.0,0.0
39876,2023-07-20 12:00:00,2024-07-17 00:00:00,3.1,370.0,855.0,0.0
39877,2023-07-20 13:00:00,2024-07-17 00:00:00,3.1,367.42,856.0,6.0
39878,2023-07-20 14:00:00,2024-07-17 00:00:00,3.1,338.66,724.0,67.0
39879,2023-07-20 15:00:00,2024-07-17 00:00:00,3.1,299.46,675.0,159.0
39880,2023-07-20 16:00:00,2024-07-17 00:00:00,3.1,271.12,669.0,244.0
39881,2023-07-20 17:00:00,2024-07-17 00:00:00,3.1,285.26,845.0,251.0
39882,2023-07-20 18:00:00,2024-07-17 00:00:00,3.1,292.17,931.0,248.0
39883,2023-07-20 19:00:00,2024-07-17 00:00:00,3.1,305.56,1029.0,217.0
39884,2023-07-20 20:00:00,2024-07-17 00:00:00,3.1,302.92,998.0,221.0
39885,2023-07-20 21:00:00,2024-07-17 00:00:00,3.1,314.76,1094.0,192.0
39886,2023-07-20 22:00:00,2024-07-17 00:00:00,3.1,318.96,1106.0,177.0
39887,2023-07-20 23:00:00,2024-07-17 00:00:00,3.1,320.33,1090.0,169.0
