UTC time,nat_gas,solar
2023-09-03 00:00:00,1123.0,176.0
2023-09-03 01:00:00,1109.0,73.0
2023-09-03 02:00:00,1082.0,3.0
2023-09-03 03:00:00,1029.0,0.0
2023-09-03 04:00:00,974.0,0.0
2023-09-03 05:00:00,973.0,0.0
2023-09-03 06:00:00,939.0,0.0
2023-09-03 07:00:00,790.0,0.0
2023-09-03 08:00:00,665.0,0.0
2023-09-03 09:00:00,508.0,0.0
2023-09-03 10:00:00,514.0,0.0
2023-09-03 11:00:00,491.0,0.0
2023-09-03 12:00:00,454.0,0.0
2023-09-03 13:00:00,466.0,0.0
2023-09-03 14:00:00,460.0,62.0
2023-09-03 15:00:00,426.0,175.0
2023-09-03 16:00:00,371.0,191.0
2023-09-03 17:00:00,364.0,200.0
2023-09-03 18:00:00,375.0,196.0
2023-09-03 19:00:00,578.0,194.0
2023-09-03 20:00:00,624.0,194.0
2023-09-03 21:00:00,706.0,189.0
2023-09-03 22:00:00,868.0,186.0
2023-09-03 23:00:00,995.0,179.0
