UTC time,nat_gas,solar
2023-08-29 00:00:00,1079.0,147.0
2023-08-29 01:00:00,1091.0,86.0
2023-08-29 02:00:00,1106.0,35.0
2023-08-29 03:00:00,1063.0,17.0
2023-08-29 04:00:00,1054.0,8.0
2023-08-29 05:00:00,997.0,4.0
2023-08-29 06:00:00,904.0,4.0
2023-08-29 07:00:00,846.0,4.0
2023-08-29 08:00:00,878.0,0.0
2023-08-29 09:00:00,828.0,0.0
2023-08-29 10:00:00,842.0,0.0
2023-08-29 11:00:00,842.0,0.0
2023-08-29 12:00:00,828.0,0.0
2023-08-29 13:00:00,875.0,1.0
2023-08-29 14:00:00,635.0,37.0
2023-08-29 15:00:00,545.0,170.0
2023-08-29 16:00:00,531.0,250.0
2023-08-29 17:00:00,612.0,263.0
2023-08-29 18:00:00,753.0,251.0
2023-08-29 19:00:00,868.0,271.0
2023-08-29 20:00:00,969.0,185.0
2023-08-29 21:00:00,991.0,175.0
2023-08-29 22:00:00,978.0,173.0
2023-08-29 23:00:00,983.0,184.0
