UTC time,nat_gas,solar
2023-08-10 00:00:00,1062.0,164.0
2023-08-10 01:00:00,1057.0,149.0
2023-08-10 02:00:00,1059.0,69.0
2023-08-10 03:00:00,1066.0,43.0
2023-08-10 04:00:00,1034.0,34.0
2023-08-10 05:00:00,959.0,16.0
2023-08-10 06:00:00,969.0,3.0
2023-08-10 07:00:00,922.0,0.0
2023-08-10 08:00:00,886.0,0.0
2023-08-10 09:00:00,832.0,0.0
2023-08-10 10:00:00,718.0,0.0
2023-08-10 11:00:00,619.0,0.0
2023-08-10 12:00:00,652.0,0.0
2023-08-10 13:00:00,686.0,3.0
2023-08-10 14:00:00,637.0,95.0
2023-08-10 15:00:00,630.0,159.0
2023-08-10 16:00:00,659.0,238.0
2023-08-10 17:00:00,752.0,235.0
2023-08-10 18:00:00,952.0,256.0
2023-08-10 19:00:00,969.0,232.0
2023-08-10 20:00:00,943.0,224.0
2023-08-10 21:00:00,943.0,191.0
2023-08-10 22:00:00,1003.0,186.0
2023-08-10 23:00:00,1050.0,192.0
