,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2023-08-13 00:00:00,2023-08-15 01:14:24,3.0,342.44,561.0,1197.0,48.0,846.0,46.0,235.0
1,2023-08-13 01:00:00,2023-08-15 01:14:24,3.0,373.06,687.0,1496.0,51.0,645.0,132.0,236.0
2,2023-08-13 02:00:00,2023-08-15 01:14:24,3.0,384.42,608.0,1747.0,291.0,162.0,194.0,239.0
3,2023-08-13 03:00:00,2023-08-15 01:14:24,3.0,417.54,693.0,1780.0,280.0,5.0,172.0,242.0
4,2023-08-13 04:00:00,2023-08-15 01:14:24,3.0,421.31,698.0,1667.0,264.0,0.0,182.0,241.0
5,2023-08-13 05:00:00,2023-08-15 01:14:24,3.0,422.8,574.0,1550.0,265.0,0.0,86.0,241.0
6,2023-08-13 06:00:00,2023-08-15 01:14:24,3.0,406.94,426.0,1576.0,265.0,0.0,59.0,236.0
7,2023-08-13 07:00:00,2023-08-15 01:14:24,3.0,450.1,424.0,1539.0,29.0,0.0,54.0,234.0
8,2023-08-13 08:00:00,2023-08-15 01:14:24,3.0,462.13,488.0,1541.0,26.0,0.0,38.0,232.0
9,2023-08-13 09:00:00,2023-08-15 01:14:24,3.0,449.8,405.0,1545.0,26.0,0.0,41.0,222.0
10,2023-08-13 10:00:00,2023-08-15 01:14:24,3.0,447.75,376.0,1537.0,26.0,0.0,31.0,217.0
11,2023-08-13 11:00:00,2023-08-15 01:14:24,3.0,446.84,373.0,1553.0,26.0,0.0,30.0,215.0
12,2023-08-13 12:00:00,2023-08-15 01:14:24,3.0,447.45,371.0,1540.0,26.0,0.0,27.0,212.0
13,2023-08-13 13:00:00,2023-08-15 01:14:24,3.0,454.77,369.0,1329.0,26.0,0.0,30.0,212.0
14,2023-08-13 14:00:00,2023-08-15 01:14:24,3.0,449.57,369.0,1269.0,26.0,44.0,16.0,200.0
15,2023-08-13 15:00:00,2023-08-15 01:14:24,3.0,376.2,359.0,966.0,26.0,401.0,1.0,147.0
16,2023-08-13 16:00:00,2023-08-15 01:14:24,3.0,311.81,361.0,829.0,0.0,785.0,0.0,132.0
17,2023-08-13 17:00:00,2023-08-15 01:14:24,3.0,289.81,362.0,827.0,0.0,947.0,0.0,133.0
18,2023-08-13 18:00:00,2023-08-15 01:14:24,3.0,281.3,362.0,831.0,0.0,1018.0,0.0,134.0
19,2023-08-13 19:00:00,2023-08-15 01:14:24,3.0,286.47,362.0,1017.0,0.0,1049.0,3.0,156.0
20,2023-08-13 20:00:00,2023-08-15 01:14:24,3.0,290.54,363.0,1196.0,40.0,1044.0,2.0,176.0
21,2023-08-13 21:00:00,2023-08-15 01:14:24,3.0,303.97,381.0,1314.0,42.0,987.0,1.0,194.0
22,2023-08-13 22:00:00,2023-08-15 01:14:24,3.0,343.13,515.0,1402.0,43.0,855.0,1.0,242.0
23,2023-08-13 23:00:00,2023-08-15 01:14:24,3.0,407.3,734.0,1451.0,168.0,434.0,2.0,246.0
