,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2023-08-28 00:00:00,2023-08-30 02:35:36,3.0,303.0,413.0,2016.0,398.0,849.0,38.0,241.0
1,2023-08-28 01:00:00,2023-08-30 02:35:36,3.0,342.03,571.0,2344.0,421.0,606.0,28.0,243.0
2,2023-08-28 02:00:00,2023-08-30 02:35:36,3.0,397.12,777.0,2487.0,433.0,185.0,35.0,252.0
3,2023-08-28 03:00:00,2023-08-30 02:35:36,3.0,418.31,834.0,2512.0,435.0,2.0,53.0,264.0
4,2023-08-28 04:00:00,2023-08-30 02:35:36,3.0,412.67,673.0,2445.0,391.0,0.0,21.0,250.0
5,2023-08-28 05:00:00,2023-08-30 02:35:36,3.0,402.19,557.0,2436.0,392.0,0.0,16.0,250.0
6,2023-08-28 06:00:00,2023-08-30 02:35:36,3.0,388.39,420.0,2323.0,393.0,0.0,19.0,250.0
7,2023-08-28 07:00:00,2023-08-30 02:35:36,3.0,387.12,393.0,2091.0,392.0,0.0,11.0,241.0
8,2023-08-28 08:00:00,2023-08-30 02:35:36,3.0,440.14,379.0,1989.0,21.0,0.0,11.0,240.0
9,2023-08-28 09:00:00,2023-08-30 02:35:36,3.0,445.98,380.0,1936.0,0.0,0.0,6.0,236.0
10,2023-08-28 10:00:00,2023-08-30 02:35:36,3.0,445.36,371.0,1927.0,0.0,0.0,3.0,230.0
11,2023-08-28 11:00:00,2023-08-30 02:35:36,3.0,444.3,367.0,1934.0,0.0,0.0,5.0,230.0
12,2023-08-28 12:00:00,2023-08-30 02:35:36,3.0,439.82,364.0,1937.0,0.0,0.0,30.0,236.0
13,2023-08-28 13:00:00,2023-08-30 02:35:36,3.0,440.82,366.0,1979.0,0.0,0.0,18.0,233.0
14,2023-08-28 14:00:00,2023-08-30 02:35:36,3.0,451.55,483.0,1971.0,0.0,26.0,7.0,216.0
15,2023-08-28 15:00:00,2023-08-30 02:35:36,3.0,395.24,402.0,1601.0,0.0,367.0,0.0,216.0
16,2023-08-28 16:00:00,2023-08-30 02:35:36,3.0,336.14,398.0,1280.0,0.0,785.0,0.0,217.0
17,2023-08-28 17:00:00,2023-08-30 02:35:36,3.0,319.28,401.0,1402.0,0.0,950.0,0.0,217.0
18,2023-08-28 18:00:00,2023-08-30 02:35:36,3.0,322.13,458.0,1516.0,0.0,1019.0,0.0,218.0
19,2023-08-28 19:00:00,2023-08-30 02:35:36,3.0,330.5,526.0,1579.0,0.0,1038.0,0.0,224.0
20,2023-08-28 20:00:00,2023-08-30 02:35:36,3.0,348.98,634.0,2160.0,0.0,1029.0,0.0,235.0
21,2023-08-28 21:00:00,2023-08-30 02:35:36,3.0,350.94,656.0,2383.0,22.0,1023.0,1.0,238.0
22,2023-08-28 22:00:00,2023-08-30 02:35:36,3.0,349.79,769.0,2461.0,212.0,991.0,2.0,250.0
23,2023-08-28 23:00:00,2023-08-30 02:35:36,3.0,366.47,898.0,2504.0,208.0,927.0,2.0,261.0
