Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
41088,2023-09-09 00:00:00,2024-07-17 00:00:00,3.1,392.21,756.0,1666.0,598.0,785.0,189.0,255.0
41089,2023-09-09 01:00:00,2024-07-17 00:00:00,3.1,419.27,757.0,1779.0,617.0,481.0,191.0,259.0
41090,2023-09-09 02:00:00,2024-07-17 00:00:00,3.1,444.07,576.0,1846.0,615.0,85.0,174.0,259.0
41091,2023-09-09 03:00:00,2024-07-17 00:00:00,3.1,439.35,434.0,1856.0,611.0,0.0,177.0,270.0
41092,2023-09-09 04:00:00,2024-07-17 00:00:00,3.1,453.39,412.0,1724.0,507.0,0.0,133.0,253.0
41093,2023-09-09 05:00:00,2024-07-17 00:00:00,3.1,487.61,411.0,1689.0,271.0,0.0,138.0,239.0
41094,2023-09-09 06:00:00,2024-07-17 00:00:00,3.1,494.74,412.0,1691.0,266.0,0.0,103.0,239.0
41095,2023-09-09 07:00:00,2024-07-17 00:00:00,3.1,544.44,414.0,1610.0,31.0,0.0,89.0,239.0
41096,2023-09-09 08:00:00,2024-07-17 00:00:00,3.1,542.69,389.0,1719.0,30.0,0.0,74.0,239.0
41097,2023-09-09 09:00:00,2024-07-17 00:00:00,3.1,547.14,382.0,1619.0,30.0,0.0,61.0,240.0
41098,2023-09-09 10:00:00,2024-07-17 00:00:00,3.1,545.98,373.0,1488.0,30.0,0.0,72.0,229.0
41099,2023-09-09 11:00:00,2024-07-17 00:00:00,3.1,550.95,370.0,1485.0,30.0,0.0,49.0,223.0
41100,2023-09-09 12:00:00,2024-07-17 00:00:00,3.1,556.61,368.0,1494.0,30.0,0.0,28.0,236.0
41101,2023-09-09 13:00:00,2024-07-17 00:00:00,3.1,557.76,367.0,1504.0,30.0,0.0,22.0,237.0
41102,2023-09-09 14:00:00,2024-07-17 00:00:00,3.1,556.98,379.0,1504.0,30.0,13.0,15.0,223.0
41103,2023-09-09 15:00:00,2024-07-17 00:00:00,3.1,500.21,370.0,1118.0,0.0,291.0,18.0,172.0
41104,2023-09-09 16:00:00,2024-07-17 00:00:00,3.1,408.91,368.0,841.0,0.0,706.0,12.0,145.0
41105,2023-09-09 17:00:00,2024-07-17 00:00:00,3.1,373.08,370.0,772.0,0.0,907.0,16.0,146.0
41106,2023-09-09 18:00:00,2024-07-17 00:00:00,3.1,366.2,375.0,802.0,0.0,962.0,40.0,161.0
41107,2023-09-09 19:00:00,2024-07-17 00:00:00,3.1,366.6,386.0,974.0,31.0,1011.0,51.0,176.0
41108,2023-09-09 20:00:00,2024-07-17 00:00:00,3.1,389.21,424.0,1311.0,33.0,1003.0,61.0,211.0
41109,2023-09-09 21:00:00,2024-07-17 00:00:00,3.1,422.29,504.0,1838.0,33.0,932.0,59.0,231.0
41110,2023-09-09 22:00:00,2024-07-17 00:00:00,3.1,398.15,522.0,1827.0,247.0,901.0,128.0,239.0
41111,2023-09-09 23:00:00,2024-07-17 00:00:00,3.1,422.95,599.0,1900.0,249.0,826.0,49.0,240.0
