Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
39768,2023-07-16 00:00:00,2024-07-17 00:00:00,3.1,335.73,416.0,2127.0,54.0,828.0,19.0,222.0
39769,2023-07-16 01:00:00,2024-07-17 00:00:00,3.1,328.46,418.0,2158.0,281.0,675.0,35.0,225.0
39770,2023-07-16 02:00:00,2024-07-17 00:00:00,3.1,355.51,421.0,2292.0,285.0,376.0,59.0,239.0
39771,2023-07-16 03:00:00,2024-07-17 00:00:00,3.1,391.34,451.0,2430.0,283.0,57.0,65.0,240.0
39772,2023-07-16 04:00:00,2024-07-17 00:00:00,3.1,397.49,428.0,2401.0,283.0,0.0,48.0,239.0
39773,2023-07-16 05:00:00,2024-07-17 00:00:00,3.1,403.6,435.0,2242.0,284.0,0.0,12.0,232.0
39774,2023-07-16 06:00:00,2024-07-17 00:00:00,3.1,404.74,431.0,2225.0,282.0,0.0,5.0,237.0
39775,2023-07-16 07:00:00,2024-07-17 00:00:00,3.1,440.1,431.0,2119.0,45.0,0.0,4.0,239.0
39776,2023-07-16 08:00:00,2024-07-17 00:00:00,3.1,436.81,413.0,2118.0,52.0,0.0,4.0,235.0
39777,2023-07-16 09:00:00,2024-07-17 00:00:00,3.1,441.61,395.0,1861.0,52.0,0.0,2.0,235.0
39778,2023-07-16 10:00:00,2024-07-17 00:00:00,3.1,443.93,390.0,1764.0,52.0,0.0,1.0,234.0
39779,2023-07-16 11:00:00,2024-07-17 00:00:00,3.1,442.56,382.0,1755.0,52.0,0.0,1.0,223.0
39780,2023-07-16 12:00:00,2024-07-17 00:00:00,3.1,442.23,376.0,1756.0,52.0,0.0,1.0,232.0
39781,2023-07-16 13:00:00,2024-07-17 00:00:00,3.1,441.97,374.0,1756.0,52.0,1.0,0.0,232.0
39782,2023-07-16 14:00:00,2024-07-17 00:00:00,3.1,427.17,370.0,1569.0,52.0,98.0,2.0,213.0
39783,2023-07-16 15:00:00,2024-07-17 00:00:00,3.1,371.47,363.0,888.0,0.0,457.0,3.0,153.0
39784,2023-07-16 16:00:00,2024-07-17 00:00:00,3.1,327.07,362.0,755.0,0.0,669.0,1.0,121.0
39785,2023-07-16 17:00:00,2024-07-17 00:00:00,3.1,308.38,363.0,751.0,0.0,788.0,0.0,123.0
39786,2023-07-16 18:00:00,2024-07-17 00:00:00,3.1,301.97,363.0,886.0,0.0,872.0,12.0,148.0
39787,2023-07-16 19:00:00,2024-07-17 00:00:00,3.1,294.85,372.0,1324.0,52.0,970.0,60.0,166.0
39788,2023-07-16 20:00:00,2024-07-17 00:00:00,3.1,317.69,391.0,1954.0,52.0,962.0,36.0,227.0
39789,2023-07-16 21:00:00,2024-07-17 00:00:00,3.1,325.17,433.0,2027.0,53.0,960.0,16.0,222.0
39790,2023-07-16 22:00:00,2024-07-17 00:00:00,3.1,301.6,384.0,2047.0,290.0,950.0,10.0,223.0
39791,2023-07-16 23:00:00,2024-07-17 00:00:00,3.1,313.85,441.0,2071.0,293.0,884.0,6.0,223.0
