Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
40368,2023-08-10 00:00:00,2024-07-17 00:00:00,3.1,357.94,409.0,1520.0,509.0,764.0,169.0,228.0
40369,2023-08-10 01:00:00,2024-07-17 00:00:00,3.1,412.34,478.0,1780.0,515.0,324.0,187.0,212.0
40370,2023-08-10 02:00:00,2024-07-17 00:00:00,3.1,434.13,420.0,1913.0,495.0,100.0,204.0,223.0
40371,2023-08-10 03:00:00,2024-07-17 00:00:00,3.1,441.92,404.0,1919.0,520.0,7.0,195.0,229.0
40372,2023-08-10 04:00:00,2024-07-17 00:00:00,3.1,488.61,412.0,1922.0,282.0,1.0,118.0,230.0
40373,2023-08-10 05:00:00,2024-07-17 00:00:00,3.1,491.69,410.0,1929.0,276.0,0.0,107.0,236.0
40374,2023-08-10 06:00:00,2024-07-17 00:00:00,3.1,530.79,406.0,1726.0,44.0,0.0,126.0,241.0
40375,2023-08-10 07:00:00,2024-07-17 00:00:00,3.1,537.12,401.0,1529.0,41.0,3.0,108.0,233.0
40376,2023-08-10 08:00:00,2024-07-17 00:00:00,3.1,549.98,415.0,1299.0,41.0,0.0,84.0,218.0
40377,2023-08-10 09:00:00,2024-07-17 00:00:00,3.1,548.67,407.0,1267.0,41.0,1.0,85.0,209.0
40378,2023-08-10 10:00:00,2024-07-17 00:00:00,3.1,552.26,397.0,1083.0,41.0,0.0,85.0,195.0
40379,2023-08-10 11:00:00,2024-07-17 00:00:00,3.1,554.13,396.0,1045.0,41.0,0.0,82.0,192.0
40380,2023-08-10 12:00:00,2024-07-17 00:00:00,3.1,546.96,390.0,1045.0,41.0,0.0,101.0,187.0
40381,2023-08-10 13:00:00,2024-07-17 00:00:00,3.1,549.92,398.0,1062.0,41.0,1.0,95.0,196.0
40382,2023-08-10 14:00:00,2024-07-17 00:00:00,3.1,547.3,434.0,1090.0,41.0,24.0,95.0,187.0
40383,2023-08-10 15:00:00,2024-07-17 00:00:00,3.1,524.86,497.0,1085.0,39.0,133.0,111.0,180.0
40384,2023-08-10 16:00:00,2024-07-17 00:00:00,3.1,505.52,499.0,1075.0,41.0,194.0,133.0,178.0
40385,2023-08-10 17:00:00,2024-07-17 00:00:00,3.1,460.42,515.0,1064.0,40.0,431.0,136.0,171.0
40386,2023-08-10 18:00:00,2024-07-17 00:00:00,3.1,416.13,527.0,1090.0,41.0,718.0,129.0,146.0
40387,2023-08-10 19:00:00,2024-07-17 00:00:00,3.1,389.63,418.0,1197.0,41.0,863.0,96.0,157.0
40388,2023-08-10 20:00:00,2024-07-17 00:00:00,3.1,387.18,408.0,1287.0,41.0,895.0,123.0,187.0
40389,2023-08-10 21:00:00,2024-07-17 00:00:00,3.1,368.9,404.0,1316.0,128.0,901.0,210.0,210.0
40390,2023-08-10 22:00:00,2024-07-17 00:00:00,3.1,376.3,416.0,1314.0,147.0,829.0,228.0,234.0
40391,2023-08-10 23:00:00,2024-07-17 00:00:00,3.1,407.96,501.0,1332.0,145.0,704.0,196.0,251.0
