Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
41760,2023-10-07 00:00:00,2024-07-17 00:00:00,3.1,356.09,758.0,1562.0,363.0,674.0,35.0,246.0
41761,2023-10-07 01:00:00,2024-07-17 00:00:00,3.1,394.67,952.0,1652.0,618.0,238.0,38.0,254.0
41762,2023-10-07 02:00:00,2024-07-17 00:00:00,3.1,410.71,834.0,1595.0,626.0,4.0,28.0,267.0
41763,2023-10-07 03:00:00,2024-07-17 00:00:00,3.1,386.38,615.0,1706.0,619.0,0.0,23.0,245.0
41764,2023-10-07 04:00:00,2024-07-17 00:00:00,3.1,419.52,514.0,1678.0,284.0,0.0,17.0,221.0
41765,2023-10-07 05:00:00,2024-07-17 00:00:00,3.1,412.33,492.0,1648.0,281.0,0.0,57.0,234.0
41766,2023-10-07 06:00:00,2024-07-17 00:00:00,3.1,418.12,494.0,1641.0,277.0,0.0,27.0,237.0
41767,2023-10-07 07:00:00,2024-07-17 00:00:00,3.1,428.03,546.0,1534.0,277.0,0.0,12.0,214.0
41768,2023-10-07 08:00:00,2024-07-17 00:00:00,3.1,457.87,669.0,1113.0,273.0,0.0,5.0,196.0
41769,2023-10-07 09:00:00,2024-07-17 00:00:00,3.1,438.23,525.0,1092.0,275.0,0.0,1.0,194.0
41770,2023-10-07 10:00:00,2024-07-17 00:00:00,3.1,505.36,590.0,1053.0,41.0,0.0,0.0,187.0
41771,2023-10-07 11:00:00,2024-07-17 00:00:00,3.1,487.39,520.0,1157.0,44.0,0.0,0.0,177.0
41772,2023-10-07 12:00:00,2024-07-17 00:00:00,3.1,477.63,447.0,1144.0,44.0,0.0,0.0,184.0
41773,2023-10-07 13:00:00,2024-07-17 00:00:00,3.1,473.89,432.0,1170.0,44.0,0.0,0.0,186.0
41774,2023-10-07 14:00:00,2024-07-17 00:00:00,3.1,478.19,437.0,1105.0,44.0,1.0,0.0,185.0
41775,2023-10-07 15:00:00,2024-07-17 00:00:00,3.1,442.65,420.0,683.0,43.0,184.0,0.0,127.0
41776,2023-10-07 16:00:00,2024-07-17 00:00:00,3.1,324.69,414.0,321.0,43.0,637.0,0.0,104.0
41777,2023-10-07 17:00:00,2024-07-17 00:00:00,3.1,279.49,413.0,358.0,43.0,894.0,0.0,105.0
41778,2023-10-07 18:00:00,2024-07-17 00:00:00,3.1,275.67,415.0,467.0,43.0,961.0,0.0,106.0
41779,2023-10-07 19:00:00,2024-07-17 00:00:00,3.1,275.33,414.0,521.0,49.0,982.0,1.0,114.0
41780,2023-10-07 20:00:00,2024-07-17 00:00:00,3.1,270.04,414.0,589.0,149.0,975.0,1.0,138.0
41781,2023-10-07 21:00:00,2024-07-17 00:00:00,3.1,277.89,416.0,726.0,149.0,963.0,0.0,140.0
41782,2023-10-07 22:00:00,2024-07-17 00:00:00,3.1,294.16,433.0,925.0,150.0,926.0,0.0,159.0
41783,2023-10-07 23:00:00,2024-07-17 00:00:00,3.1,334.79,567.0,1113.0,151.0,844.0,0.0,220.0
