Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
40176,2023-08-02 00:00:00,2024-07-17 00:00:00,3.1,323.51,0,945.0,130.0,26.0,26.0
40177,2023-08-02 01:00:00,2024-07-17 00:00:00,3.1,319.73,0,981.0,129.0,46.0,26.0
40178,2023-08-02 02:00:00,2024-07-17 00:00:00,3.1,312.83,0,986.0,129.0,73.0,26.0
40179,2023-08-02 03:00:00,2024-07-17 00:00:00,3.1,296.92,0,994.0,128.0,141.0,26.0
40180,2023-08-02 04:00:00,2024-07-17 00:00:00,3.1,306.93,0,999.0,112.0,116.0,26.0
40181,2023-08-02 05:00:00,2024-07-17 00:00:00,3.1,334.39,0,1010.0,46.0,81.0,27.0
40182,2023-08-02 06:00:00,2024-07-17 00:00:00,3.1,328.6,0,1012.0,45.0,102.0,26.0
40183,2023-08-02 07:00:00,2024-07-17 00:00:00,3.1,326.1,0,1015.0,30.0,128.0,28.0
40184,2023-08-02 08:00:00,2024-07-17 00:00:00,3.1,327.97,0,998.0,30.0,119.0,28.0
40185,2023-08-02 09:00:00,2024-07-17 00:00:00,3.1,329.02,0,1002.0,30.0,115.0,27.0
40186,2023-08-02 10:00:00,2024-07-17 00:00:00,3.1,334.78,0,1004.0,32.0,93.0,27.0
40187,2023-08-02 11:00:00,2024-07-17 00:00:00,3.1,340.38,0,1008.0,21.0,86.0,28.0
40188,2023-08-02 12:00:00,2024-07-17 00:00:00,3.1,346.22,0,1007.0,21.0,66.0,27.0
40189,2023-08-02 13:00:00,2024-07-17 00:00:00,3.1,348.46,0,1010.0,20.0,60.0,27.0
40190,2023-08-02 14:00:00,2024-07-17 00:00:00,3.1,356.53,0,1008.0,20.0,34.0,26.0
40191,2023-08-02 15:00:00,2024-07-17 00:00:00,3.1,361.58,0,948.0,20.0,18.0,27.0
40192,2023-08-02 16:00:00,2024-07-17 00:00:00,3.1,365.85,0,982.0,20.0,6.0,26.0
40193,2023-08-02 17:00:00,2024-07-17 00:00:00,3.1,366.49,0,1005.0,21.0,4.0,27.0
40194,2023-08-02 18:00:00,2024-07-17 00:00:00,3.1,366.81,0,1012.0,21.0,2.0,25.0
40195,2023-08-02 19:00:00,2024-07-17 00:00:00,3.1,367.12,0,1001.0,21.0,1.0,25.0
40196,2023-08-02 20:00:00,2024-07-17 00:00:00,3.1,365.9,0,995.0,21.0,5.0,26.0
40197,2023-08-02 21:00:00,2024-07-17 00:00:00,3.1,364.14,0,991.0,19.0,12.0,26.0
40198,2023-08-02 22:00:00,2024-07-17 00:00:00,3.1,353.71,0,906.0,19.0,39.0,26.0
40199,2023-08-02 23:00:00,2024-07-17 00:00:00,3.1,323.82,0,972.0,112.0,46.0,25.0
