Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
39144,2023-06-20 00:00:00,2024-07-17 00:00:00,3.1,227.85,0,288.0,43.0,360.0,24.0
39145,2023-06-20 01:00:00,2024-07-17 00:00:00,3.1,235.64,0,324.0,47.0,366.0,21.0
39146,2023-06-20 02:00:00,2024-07-17 00:00:00,3.1,223.82,0,352.0,148.0,355.0,24.0
39147,2023-06-20 03:00:00,2024-07-17 00:00:00,3.1,234.66,0,369.0,154.0,322.0,22.0
39148,2023-06-20 04:00:00,2024-07-17 00:00:00,3.1,241.02,0,383.0,151.0,320.0,24.0
39149,2023-06-20 05:00:00,2024-07-17 00:00:00,3.1,244.03,0,388.0,151.0,310.0,22.0
39150,2023-06-20 06:00:00,2024-07-17 00:00:00,3.1,237.14,0,350.0,150.0,295.0,22.0
39151,2023-06-20 07:00:00,2024-07-17 00:00:00,3.1,227.08,0,297.0,141.0,277.0,22.0
39152,2023-06-20 08:00:00,2024-07-17 00:00:00,3.1,81.82,0,17.0,41.0,274.0,24.0
39153,2023-06-20 09:00:00,2024-07-17 00:00:00,3.1,91.5,0,34.0,45.0,312.0,24.0
39154,2023-06-20 10:00:00,2024-07-17 00:00:00,3.1,69.28,0,16.0,43.0,331.0,23.0
39155,2023-06-20 11:00:00,2024-07-17 00:00:00,3.1,55.98,0,0.0,45.0,283.0,22.0
39156,2023-06-20 12:00:00,2024-07-17 00:00:00,3.1,95.99,0,20.0,44.0,226.0,24.0
39157,2023-06-20 13:00:00,2024-07-17 00:00:00,3.1,113.19,0,39.0,46.0,230.0,22.0
39158,2023-06-20 14:00:00,2024-07-17 00:00:00,3.1,124.75,0,40.0,46.0,204.0,23.0
39159,2023-06-20 15:00:00,2024-07-17 00:00:00,3.1,102.24,0,35.0,43.0,256.0,22.0
39160,2023-06-20 16:00:00,2024-07-17 00:00:00,3.1,52.21,0,0.0,49.0,328.0,23.0
39161,2023-06-20 17:00:00,2024-07-17 00:00:00,3.1,46.24,0,0.0,51.0,376.0,22.0
39162,2023-06-20 18:00:00,2024-07-17 00:00:00,3.1,45.1,0,0.0,49.0,373.0,21.0
39163,2023-06-20 19:00:00,2024-07-17 00:00:00,3.1,48.86,0,0.0,52.0,327.0,21.0
39164,2023-06-20 20:00:00,2024-07-17 00:00:00,3.1,53.71,0,0.0,53.0,296.0,22.0
39165,2023-06-20 21:00:00,2024-07-17 00:00:00,3.1,74.91,0,26.0,157.0,259.0,22.0
39166,2023-06-20 22:00:00,2024-07-17 00:00:00,3.1,76.43,0,26.0,161.0,245.0,22.0
39167,2023-06-20 23:00:00,2024-07-17 00:00:00,3.1,74.82,0,27.0,163.0,232.0,19.0
