Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
43224,2023-12-07 00:00:00,2024-07-17 00:00:00,3.1,293.22,0,825.0,227.0,14.0,26.0
43225,2023-12-07 01:00:00,2024-07-17 00:00:00,3.1,301.67,0,925.0,227.0,7.0,27.0
43226,2023-12-07 02:00:00,2024-07-17 00:00:00,3.1,300.9,0,925.0,226.0,11.0,27.0
43227,2023-12-07 03:00:00,2024-07-17 00:00:00,3.1,293.79,0,922.0,228.0,37.0,27.0
43228,2023-12-07 04:00:00,2024-07-17 00:00:00,3.1,288.1,0,901.0,225.0,61.0,30.0
43229,2023-12-07 05:00:00,2024-07-17 00:00:00,3.1,274.6,0,807.0,227.0,84.0,28.0
43230,2023-12-07 06:00:00,2024-07-17 00:00:00,3.1,269.49,0,797.0,225.0,104.0,28.0
43231,2023-12-07 07:00:00,2024-07-17 00:00:00,3.1,263.82,0,800.0,224.0,131.0,28.0
43232,2023-12-07 08:00:00,2024-07-17 00:00:00,3.1,238.88,0,798.0,222.0,254.0,27.0
43233,2023-12-07 09:00:00,2024-07-17 00:00:00,3.1,223.83,0,801.0,223.0,344.0,28.0
43234,2023-12-07 10:00:00,2024-07-17 00:00:00,3.1,211.16,0,785.0,222.0,415.0,27.0
43235,2023-12-07 11:00:00,2024-07-17 00:00:00,3.1,206.39,0,715.0,222.0,393.0,27.0
43236,2023-12-07 12:00:00,2024-07-17 00:00:00,3.1,199.77,0,687.0,223.0,415.0,28.0
43237,2023-12-07 13:00:00,2024-07-17 00:00:00,3.1,217.92,0,796.0,223.0,380.0,29.0
43238,2023-12-07 14:00:00,2024-07-17 00:00:00,3.1,227.14,0,800.0,224.0,319.0,26.0
43239,2023-12-07 15:00:00,2024-07-17 00:00:00,3.1,231.58,0,798.0,223.0,294.0,27.0
43240,2023-12-07 16:00:00,2024-07-17 00:00:00,3.1,225.76,0,797.0,219.0,332.0,27.0
43241,2023-12-07 17:00:00,2024-07-17 00:00:00,3.1,226.29,0,799.0,223.0,326.0,27.0
43242,2023-12-07 18:00:00,2024-07-17 00:00:00,3.1,228.03,0,799.0,221.0,316.0,26.0
43243,2023-12-07 19:00:00,2024-07-17 00:00:00,3.1,243.58,0,801.0,217.0,230.0,23.0
43244,2023-12-07 20:00:00,2024-07-17 00:00:00,3.1,252.3,0,818.0,219.0,192.0,23.0
43245,2023-12-07 21:00:00,2024-07-17 00:00:00,3.1,244.89,0,822.0,217.0,238.0,26.0
43246,2023-12-07 22:00:00,2024-07-17 00:00:00,3.1,235.99,0,821.0,220.0,285.0,27.0
43247,2023-12-07 23:00:00,2024-07-17 00:00:00,3.1,255.1,0,824.0,216.0,189.0,27.0
