UTC time,coal,nat_gas,oil,hydro,solar,wind,other
2023-05-28 00:00:00,0.0,107.0,0.0,151.0,125.0,22.0,7.0
2023-05-28 01:00:00,0.0,106.0,0.0,153.0,99.0,20.0,11.0
2023-05-28 02:00:00,0.0,106.0,0.0,224.0,121.0,22.0,12.0
2023-05-28 03:00:00,0.0,106.0,0.0,223.0,64.0,20.0,5.0
2023-05-28 04:00:00,0.0,106.0,0.0,200.0,145.0,21.0,0.0
2023-05-28 05:00:00,0.0,107.0,0.0,235.0,104.0,22.0,0.0
2023-05-28 06:00:00,0.0,106.0,0.0,249.0,87.0,20.0,0.0
2023-05-28 07:00:00,0.0,107.0,0.0,238.0,101.0,22.0,0.0
2023-05-28 08:00:00,0.0,107.0,0.0,233.0,124.0,20.0,0.0
2023-05-28 09:00:00,0.0,107.0,0.0,213.0,118.0,21.0,0.0
2023-05-28 10:00:00,0.0,107.0,0.0,106.0,82.0,21.0,0.0
2023-05-28 11:00:00,0.0,107.0,0.0,192.0,74.0,21.0,0.0
2023-05-28 12:00:00,0.0,107.0,0.0,91.0,68.0,21.0,0.0
2023-05-28 13:00:00,0.0,107.0,0.0,90.0,59.0,20.0,0.0
2023-05-28 14:00:00,0.0,108.0,0.0,95.0,47.0,21.0,5.0
2023-05-28 15:00:00,0.0,108.0,0.0,91.0,44.0,21.0,12.0
2023-05-28 16:00:00,0.0,107.0,0.0,100.0,39.0,20.0,15.0
2023-05-28 17:00:00,0.0,108.0,0.0,148.0,22.0,22.0,15.0
2023-05-28 18:00:00,0.0,108.0,0.0,151.0,13.0,20.0,15.0
2023-05-28 19:00:00,0.0,108.0,0.0,150.0,11.0,21.0,15.0
2023-05-28 20:00:00,0.0,107.0,0.0,152.0,12.0,21.0,15.0
2023-05-28 21:00:00,0.0,107.0,0.0,150.0,12.0,20.0,15.0
2023-05-28 22:00:00,0.0,106.0,0.0,150.0,23.0,22.0,15.0
2023-05-28 23:00:00,0.0,106.0,0.0,149.0,26.0,20.0,15.0
