Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
37968,2023-05-02 00:00:00,2024-07-17 00:00:00,3.1,216.19,0,443.0,120.0,240.0,27.0
37969,2023-05-02 01:00:00,2024-07-17 00:00:00,3.1,216.46,0,499.0,216.0,181.0,26.0
37970,2023-05-02 02:00:00,2024-07-17 00:00:00,3.1,221.0,0,506.0,219.0,167.0,28.0
37971,2023-05-02 03:00:00,2024-07-17 00:00:00,3.1,207.96,0,474.0,220.0,197.0,27.0
37972,2023-05-02 04:00:00,2024-07-17 00:00:00,3.1,200.96,0,417.0,209.0,192.0,27.0
37973,2023-05-02 05:00:00,2024-07-17 00:00:00,3.1,202.4,0,319.0,119.0,193.0,26.0
37974,2023-05-02 06:00:00,2024-07-17 00:00:00,3.1,206.67,0,382.0,118.0,232.0,27.0
37975,2023-05-02 07:00:00,2024-07-17 00:00:00,3.1,169.09,0,237.0,115.0,229.0,26.0
37976,2023-05-02 08:00:00,2024-07-17 00:00:00,3.1,213.04,0,273.0,110.0,137.0,27.0
37977,2023-05-02 09:00:00,2024-07-17 00:00:00,3.1,219.35,0,325.0,111.0,156.0,27.0
37978,2023-05-02 10:00:00,2024-07-17 00:00:00,3.1,206.86,0,271.0,111.0,149.0,26.0
37979,2023-05-02 11:00:00,2024-07-17 00:00:00,3.1,219.23,0,296.0,109.0,140.0,28.0
37980,2023-05-02 12:00:00,2024-07-17 00:00:00,3.1,264.26,0,465.0,110.0,109.0,28.0
37981,2023-05-02 13:00:00,2024-07-17 00:00:00,3.1,265.74,0,504.0,110.0,118.0,26.0
37982,2023-05-02 14:00:00,2024-07-17 00:00:00,3.1,234.11,0,505.0,116.0,215.0,26.0
37983,2023-05-02 15:00:00,2024-07-17 00:00:00,3.1,217.41,0,499.0,114.0,279.0,26.0
37984,2023-05-02 16:00:00,2024-07-17 00:00:00,3.1,204.77,0,495.0,144.0,297.0,23.0
37985,2023-05-02 17:00:00,2024-07-17 00:00:00,3.1,192.47,0,499.0,161.0,345.0,23.0
37986,2023-05-02 18:00:00,2024-07-17 00:00:00,3.1,182.64,0,377.0,138.0,296.0,22.0
37987,2023-05-02 19:00:00,2024-07-17 00:00:00,3.1,171.02,0,267.0,115.0,250.0,23.0
37988,2023-05-02 20:00:00,2024-07-17 00:00:00,3.1,233.69,0,407.0,111.0,160.0,23.0
37989,2023-05-02 21:00:00,2024-07-17 00:00:00,3.1,229.83,0,318.0,113.0,117.0,24.0
37990,2023-05-02 22:00:00,2024-07-17 00:00:00,3.1,228.09,0,299.0,148.0,73.0,23.0
37991,2023-05-02 23:00:00,2024-07-17 00:00:00,3.1,263.9,0,338.0,153.0,10.0,23.0
