Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
43872,2024-01-03 00:00:00,2024-07-17 00:00:00,3.1,410.47,0,856.0,59.0,130.0,23.0
43873,2024-01-03 01:00:00,2024-07-17 00:00:00,3.1,376.59,0,855.0,156.0,136.0,24.0
43874,2024-01-03 02:00:00,2024-07-17 00:00:00,3.1,379.27,0,873.0,159.0,130.0,24.0
43875,2024-01-03 03:00:00,2024-07-17 00:00:00,3.1,390.39,0,895.0,158.0,102.0,24.0
43876,2024-01-03 04:00:00,2024-07-17 00:00:00,3.1,402.13,0,892.0,160.0,64.0,24.0
43877,2024-01-03 05:00:00,2024-07-17 00:00:00,3.1,396.46,0,895.0,152.0,90.0,25.0
43878,2024-01-03 06:00:00,2024-07-17 00:00:00,3.1,411.93,0,893.0,58.0,135.0,24.0
43879,2024-01-03 07:00:00,2024-07-17 00:00:00,3.1,410.57,0,894.0,58.0,139.0,24.0
43880,2024-01-03 08:00:00,2024-07-17 00:00:00,3.1,414.38,0,893.0,59.0,128.0,25.0
43881,2024-01-03 09:00:00,2024-07-17 00:00:00,3.1,414.66,0,897.0,59.0,128.0,25.0
43882,2024-01-03 10:00:00,2024-07-17 00:00:00,3.1,421.75,0,896.0,59.0,108.0,24.0
43883,2024-01-03 11:00:00,2024-07-17 00:00:00,3.1,429.07,0,899.0,57.0,92.0,25.0
43884,2024-01-03 12:00:00,2024-07-17 00:00:00,3.1,437.58,0,897.0,58.0,70.0,26.0
43885,2024-01-03 13:00:00,2024-07-17 00:00:00,3.1,420.54,0,897.0,57.0,114.0,25.0
43886,2024-01-03 14:00:00,2024-07-17 00:00:00,3.1,386.13,0,898.0,152.0,122.0,24.0
43887,2024-01-03 15:00:00,2024-07-17 00:00:00,3.1,383.46,0,900.0,157.0,128.0,26.0
43888,2024-01-03 16:00:00,2024-07-17 00:00:00,3.1,383.09,0,899.0,155.0,130.0,25.0
43889,2024-01-03 17:00:00,2024-07-17 00:00:00,3.1,384.24,0,898.0,155.0,126.0,25.0
43890,2024-01-03 18:00:00,2024-07-17 00:00:00,3.1,382.33,0,887.0,151.0,132.0,24.0
43891,2024-01-03 19:00:00,2024-07-17 00:00:00,3.1,407.96,0,827.0,60.0,132.0,26.0
43892,2024-01-03 20:00:00,2024-07-17 00:00:00,3.1,408.9,0,822.0,58.0,129.0,24.0
43893,2024-01-03 21:00:00,2024-07-17 00:00:00,3.1,411.86,0,817.0,55.0,124.0,25.0
43894,2024-01-03 22:00:00,2024-07-17 00:00:00,3.1,414.47,0,836.0,56.0,120.0,25.0
43895,2024-01-03 23:00:00,2024-07-17 00:00:00,3.1,416.13,0,861.0,56.0,121.0,26.0
