Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
35664,2023-01-26 00:00:00,2024-07-17 00:00:00,3.1,354.01,0,390.0,56.0,130.0,29.0
35665,2023-01-26 01:00:00,2024-07-17 00:00:00,3.1,348.87,0,390.0,52.0,142.0,28.0
35666,2023-01-26 02:00:00,2024-07-17 00:00:00,3.1,282.47,0,389.0,148.0,198.0,27.0
35667,2023-01-26 03:00:00,2024-07-17 00:00:00,3.1,295.63,0,389.0,153.0,158.0,27.0
35668,2023-01-26 04:00:00,2024-07-17 00:00:00,3.1,310.19,0,389.0,155.0,122.0,28.0
35669,2023-01-26 05:00:00,2024-07-17 00:00:00,3.1,315.83,0,389.0,151.0,113.0,28.0
35670,2023-01-26 06:00:00,2024-07-17 00:00:00,3.1,319.08,0,388.0,145.0,111.0,28.0
35671,2023-01-26 07:00:00,2024-07-17 00:00:00,3.1,369.57,0,388.0,52.0,106.0,28.0
35672,2023-01-26 08:00:00,2024-07-17 00:00:00,3.1,351.73,0,383.0,52.0,133.0,27.0
35673,2023-01-26 09:00:00,2024-07-17 00:00:00,3.1,319.04,0,366.0,53.0,187.0,28.0
35674,2023-01-26 10:00:00,2024-07-17 00:00:00,3.1,320.39,0,366.0,53.0,183.0,27.0
35675,2023-01-26 11:00:00,2024-07-17 00:00:00,3.1,311.41,0,366.0,51.0,205.0,28.0
35676,2023-01-26 12:00:00,2024-07-17 00:00:00,3.1,275.52,0,367.0,51.0,294.0,28.0
35677,2023-01-26 13:00:00,2024-07-17 00:00:00,3.1,291.86,0,367.0,52.0,250.0,28.0
35678,2023-01-26 14:00:00,2024-07-17 00:00:00,3.1,279.31,0,367.0,51.0,282.0,27.0
35679,2023-01-26 15:00:00,2024-07-17 00:00:00,3.1,232.35,0,361.0,147.0,341.0,28.0
35680,2023-01-26 16:00:00,2024-07-17 00:00:00,3.1,230.7,0,352.0,148.0,336.0,28.0
35681,2023-01-26 17:00:00,2024-07-17 00:00:00,3.1,234.13,0,324.0,136.0,304.0,29.0
35682,2023-01-26 18:00:00,2024-07-17 00:00:00,3.1,229.53,0,307.0,131.0,303.0,28.0
35683,2023-01-26 19:00:00,2024-07-17 00:00:00,3.1,267.66,0,362.0,64.0,300.0,28.0
35684,2023-01-26 20:00:00,2024-07-17 00:00:00,3.1,271.81,0,362.0,64.0,288.0,28.0
35685,2023-01-26 21:00:00,2024-07-17 00:00:00,3.1,266.81,0,360.0,49.0,315.0,28.0
35686,2023-01-26 22:00:00,2024-07-17 00:00:00,3.1,258.92,0,346.0,51.0,324.0,28.0
35687,2023-01-26 23:00:00,2024-07-17 00:00:00,3.1,253.89,0,332.0,53.0,324.0,28.0
