Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
37032,2023-03-24 00:00:00,2024-07-17 00:00:00,3.1,347.56,0,604.0,58.0,225.0,24.0
37033,2023-03-24 01:00:00,2024-07-17 00:00:00,3.1,311.31,0,667.0,57.0,376.0,26.0
37034,2023-03-24 02:00:00,2024-07-17 00:00:00,3.1,331.89,0,905.0,56.0,422.0,26.0
37035,2023-03-24 03:00:00,2024-07-17 00:00:00,3.1,335.46,0,906.0,59.0,403.0,25.0
37036,2023-03-24 04:00:00,2024-07-17 00:00:00,3.1,336.44,0,907.0,56.0,401.0,24.0
37037,2023-03-24 05:00:00,2024-07-17 00:00:00,3.1,336.28,0,907.0,58.0,402.0,26.0
37038,2023-03-24 06:00:00,2024-07-17 00:00:00,3.1,338.62,0,907.0,56.0,394.0,26.0
37039,2023-03-24 07:00:00,2024-07-17 00:00:00,3.1,338.25,0,906.0,59.0,390.0,24.0
37040,2023-03-24 08:00:00,2024-07-17 00:00:00,3.1,343.61,0,911.0,56.0,375.0,26.0
37041,2023-03-24 09:00:00,2024-07-17 00:00:00,3.1,344.57,0,911.0,58.0,367.0,24.0
37042,2023-03-24 10:00:00,2024-07-17 00:00:00,3.1,345.52,0,913.0,55.0,369.0,26.0
37043,2023-03-24 11:00:00,2024-07-17 00:00:00,3.1,350.38,0,909.0,59.0,344.0,26.0
37044,2023-03-24 12:00:00,2024-07-17 00:00:00,3.1,357.61,0,909.0,56.0,318.0,25.0
37045,2023-03-24 13:00:00,2024-07-17 00:00:00,3.1,363.72,0,908.0,58.0,294.0,26.0
37046,2023-03-24 14:00:00,2024-07-17 00:00:00,3.1,370.61,0,913.0,57.0,272.0,26.0
37047,2023-03-24 15:00:00,2024-07-17 00:00:00,3.1,383.36,0,910.0,61.0,223.0,25.0
37048,2023-03-24 16:00:00,2024-07-17 00:00:00,3.1,402.63,0,910.0,60.0,164.0,25.0
37049,2023-03-24 17:00:00,2024-07-17 00:00:00,3.1,392.9,0,912.0,59.0,195.0,25.0
37050,2023-03-24 18:00:00,2024-07-17 00:00:00,3.1,386.72,0,911.0,60.0,215.0,27.0
37051,2023-03-24 19:00:00,2024-07-17 00:00:00,3.1,365.11,0,857.0,59.0,270.0,26.0
37052,2023-03-24 20:00:00,2024-07-17 00:00:00,3.1,360.57,0,836.0,60.0,277.0,26.0
37053,2023-03-24 21:00:00,2024-07-17 00:00:00,3.1,346.28,0,817.0,62.0,317.0,25.0
37054,2023-03-24 22:00:00,2024-07-17 00:00:00,3.1,323.45,0,707.0,62.0,350.0,27.0
37055,2023-03-24 23:00:00,2024-07-17 00:00:00,3.1,304.49,0,661.0,63.0,394.0,27.0
