Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
35616,2023-01-24 00:00:00,2024-07-17 00:00:00,3.1,295.97,0,422.0,40.0,91.0,27.0
35617,2023-01-24 01:00:00,2024-07-17 00:00:00,3.1,231.21,0,467.0,138.0,181.0,26.0
35618,2023-01-24 02:00:00,2024-07-17 00:00:00,3.1,227.12,0,478.0,142.0,197.0,25.0
35619,2023-01-24 03:00:00,2024-07-17 00:00:00,3.1,230.6,0,485.0,132.0,203.0,28.0
35620,2023-01-24 04:00:00,2024-07-17 00:00:00,3.1,272.45,0,486.0,40.0,164.0,27.0
35621,2023-01-24 05:00:00,2024-07-17 00:00:00,3.1,275.27,0,487.0,41.0,156.0,27.0
35622,2023-01-24 06:00:00,2024-07-17 00:00:00,3.1,280.52,0,488.0,39.0,145.0,27.0
35623,2023-01-24 07:00:00,2024-07-17 00:00:00,3.1,320.84,0,487.0,42.0,54.0,27.0
35624,2023-01-24 08:00:00,2024-07-17 00:00:00,3.1,332.79,0,486.0,40.0,34.0,27.0
35625,2023-01-24 09:00:00,2024-07-17 00:00:00,3.1,292.97,0,487.0,40.0,115.0,28.0
35626,2023-01-24 10:00:00,2024-07-17 00:00:00,3.1,269.72,0,488.0,39.0,173.0,27.0
35627,2023-01-24 11:00:00,2024-07-17 00:00:00,3.1,253.69,0,487.0,39.0,221.0,29.0
35628,2023-01-24 12:00:00,2024-07-17 00:00:00,3.1,242.82,0,487.0,39.0,253.0,27.0
35629,2023-01-24 13:00:00,2024-07-17 00:00:00,3.1,233.56,0,488.0,40.0,286.0,28.0
35630,2023-01-24 14:00:00,2024-07-17 00:00:00,3.1,233.88,0,489.0,38.0,286.0,27.0
35631,2023-01-24 15:00:00,2024-07-17 00:00:00,3.1,205.71,0,489.0,135.0,304.0,27.0
35632,2023-01-24 16:00:00,2024-07-17 00:00:00,3.1,202.53,0,489.0,140.0,314.0,27.0
35633,2023-01-24 17:00:00,2024-07-17 00:00:00,3.1,198.51,0,443.0,138.0,294.0,26.0
35634,2023-01-24 18:00:00,2024-07-17 00:00:00,3.1,201.2,0,480.0,142.0,309.0,26.0
35635,2023-01-24 19:00:00,2024-07-17 00:00:00,3.1,199.24,0,497.0,138.0,337.0,26.0
35636,2023-01-24 20:00:00,2024-07-17 00:00:00,3.1,209.15,0,487.0,138.0,282.0,26.0
35637,2023-01-24 21:00:00,2024-07-17 00:00:00,3.1,243.64,0,491.0,56.0,234.0,26.0
35638,2023-01-24 22:00:00,2024-07-17 00:00:00,3.1,251.29,0,478.0,56.0,202.0,25.0
35639,2023-01-24 23:00:00,2024-07-17 00:00:00,3.1,286.32,0,468.0,59.0,105.0,27.0
