Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
38184,2023-05-11 00:00:00,2024-07-17 00:00:00,3.1,300.82,0,150.0,102.0,6.0,4.0
38185,2023-05-11 01:00:00,2024-07-17 00:00:00,3.1,285.92,0,150.0,119.0,4.0,4.0
38186,2023-05-11 02:00:00,2024-07-17 00:00:00,3.1,246.65,0,163.0,181.0,5.0,4.0
38187,2023-05-11 03:00:00,2024-07-17 00:00:00,3.1,257.1,0,230.0,211.0,25.0,4.0
38188,2023-05-11 04:00:00,2024-07-17 00:00:00,3.1,250.04,0,214.0,214.0,20.0,4.0
38189,2023-05-11 05:00:00,2024-07-17 00:00:00,3.1,239.08,0,205.0,217.0,31.0,5.0
38190,2023-05-11 06:00:00,2024-07-17 00:00:00,3.1,245.13,0,223.0,216.0,37.0,4.0
38191,2023-05-11 07:00:00,2024-07-17 00:00:00,3.1,220.66,0,174.0,215.0,31.0,4.0
38192,2023-05-11 08:00:00,2024-07-17 00:00:00,3.1,277.28,0,148.0,111.0,19.0,4.0
38193,2023-05-11 09:00:00,2024-07-17 00:00:00,3.1,288.04,0,148.0,110.0,9.0,4.0
38194,2023-05-11 10:00:00,2024-07-17 00:00:00,3.1,283.21,0,148.0,114.0,10.0,4.0
38195,2023-05-11 11:00:00,2024-07-17 00:00:00,3.1,290.1,0,148.0,110.0,7.0,4.0
38196,2023-05-11 12:00:00,2024-07-17 00:00:00,3.1,222.98,0,148.0,205.0,3.0,4.0
38197,2023-05-11 13:00:00,2024-07-17 00:00:00,3.1,250.69,0,201.0,218.0,2.0,4.0
38198,2023-05-11 14:00:00,2024-07-17 00:00:00,3.1,250.16,0,202.0,219.0,3.0,4.0
38199,2023-05-11 15:00:00,2024-07-17 00:00:00,3.1,223.24,0,151.0,212.0,2.0,5.0
38200,2023-05-11 16:00:00,2024-07-17 00:00:00,3.1,217.35,0,147.0,213.0,4.0,4.0
38201,2023-05-11 17:00:00,2024-07-17 00:00:00,3.1,294.31,0,148.0,110.0,3.0,4.0
38202,2023-05-11 18:00:00,2024-07-17 00:00:00,3.1,298.24,0,149.0,109.0,1.0,4.0
38203,2023-05-11 19:00:00,2024-07-17 00:00:00,3.1,293.03,0,149.0,112.0,3.0,4.0
38204,2023-05-11 20:00:00,2024-07-17 00:00:00,3.1,287.02,0,148.0,110.0,10.0,4.0
38205,2023-05-11 21:00:00,2024-07-17 00:00:00,3.1,288.78,0,149.0,110.0,9.0,4.0
38206,2023-05-11 22:00:00,2024-07-17 00:00:00,3.1,287.86,0,149.0,112.0,8.0,4.0
38207,2023-05-11 23:00:00,2024-07-17 00:00:00,3.1,288.88,0,149.0,112.0,7.0,4.0
