Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
42216,2023-10-26 00:00:00,2024-07-17 00:00:00,3.1,381.76,0,758.0,129.0,120.0,27.0
42217,2023-10-26 01:00:00,2024-07-17 00:00:00,3.1,374.67,0,754.0,132.0,136.0,27.0
42218,2023-10-26 02:00:00,2024-07-17 00:00:00,3.1,386.37,0,758.0,130.0,108.0,29.0
42219,2023-10-26 03:00:00,2024-07-17 00:00:00,3.1,387.17,0,761.0,131.0,104.0,27.0
42220,2023-10-26 04:00:00,2024-07-17 00:00:00,3.1,384.27,0,759.0,120.0,122.0,27.0
42221,2023-10-26 05:00:00,2024-07-17 00:00:00,3.1,422.28,0,760.0,30.0,115.0,28.0
42222,2023-10-26 06:00:00,2024-07-17 00:00:00,3.1,435.84,0,759.0,27.0,88.0,28.0
42223,2023-10-26 07:00:00,2024-07-17 00:00:00,3.1,455.82,0,760.0,27.0,47.0,27.0
42224,2023-10-26 08:00:00,2024-07-17 00:00:00,3.1,471.92,0,761.0,28.0,16.0,27.0
42225,2023-10-26 09:00:00,2024-07-17 00:00:00,3.1,480.7,0,765.0,28.0,1.0,28.0
42226,2023-10-26 10:00:00,2024-07-17 00:00:00,3.1,475.05,0,763.0,29.0,9.0,26.0
42227,2023-10-26 11:00:00,2024-07-17 00:00:00,3.1,477.04,0,766.0,28.0,7.0,27.0
42228,2023-10-26 12:00:00,2024-07-17 00:00:00,3.1,475.68,0,768.0,29.0,9.0,28.0
42229,2023-10-26 13:00:00,2024-07-17 00:00:00,3.1,473.14,0,765.0,29.0,12.0,25.0
42230,2023-10-26 14:00:00,2024-07-17 00:00:00,3.1,427.86,0,768.0,125.0,11.0,27.0
42231,2023-10-26 15:00:00,2024-07-17 00:00:00,3.1,422.99,0,767.0,130.0,17.0,27.0
42232,2023-10-26 16:00:00,2024-07-17 00:00:00,3.1,415.9,0,766.0,130.0,34.0,28.0
42233,2023-10-26 17:00:00,2024-07-17 00:00:00,3.1,417.03,0,764.0,131.0,30.0,28.0
42234,2023-10-26 18:00:00,2024-07-17 00:00:00,3.1,423.38,0,759.0,125.0,21.0,29.0
42235,2023-10-26 19:00:00,2024-07-17 00:00:00,3.1,477.59,0,762.0,31.0,3.0,27.0
42236,2023-10-26 20:00:00,2024-07-17 00:00:00,3.1,480.37,0,760.0,28.0,1.0,27.0
42237,2023-10-26 21:00:00,2024-07-17 00:00:00,3.1,475.77,0,757.0,30.0,8.0,29.0
42238,2023-10-26 22:00:00,2024-07-17 00:00:00,3.1,475.16,0,754.0,29.0,9.0,27.0
42239,2023-10-26 23:00:00,2024-07-17 00:00:00,3.1,473.99,0,753.0,28.0,12.0,27.0
