UTC time,coal,nat_gas,hydro,wind,other
2023-01-26 00:00:00,0,390.0,56.0,130.0,29.0
2023-01-26 01:00:00,0,390.0,52.0,142.0,28.0
2023-01-26 02:00:00,0,389.0,148.0,198.0,27.0
2023-01-26 03:00:00,0,389.0,153.0,158.0,27.0
2023-01-26 04:00:00,0,389.0,155.0,122.0,28.0
2023-01-26 05:00:00,0,389.0,151.0,113.0,28.0
2023-01-26 06:00:00,0,388.0,145.0,111.0,28.0
2023-01-26 07:00:00,0,388.0,52.0,106.0,28.0
2023-01-26 08:00:00,0,383.0,52.0,133.0,27.0
2023-01-26 09:00:00,0,366.0,53.0,187.0,28.0
2023-01-26 10:00:00,0,366.0,53.0,183.0,27.0
2023-01-26 11:00:00,0,366.0,51.0,205.0,28.0
2023-01-26 12:00:00,0,367.0,51.0,294.0,28.0
2023-01-26 13:00:00,0,367.0,52.0,250.0,28.0
2023-01-26 14:00:00,0,367.0,51.0,282.0,27.0
2023-01-26 15:00:00,0,361.0,147.0,341.0,28.0
2023-01-26 16:00:00,0,352.0,148.0,336.0,28.0
2023-01-26 17:00:00,0,324.0,136.0,304.0,29.0
2023-01-26 18:00:00,0,307.0,131.0,303.0,28.0
2023-01-26 19:00:00,0,362.0,64.0,300.0,28.0
2023-01-26 20:00:00,0,362.0,64.0,288.0,28.0
2023-01-26 21:00:00,0,360.0,49.0,315.0,28.0
2023-01-26 22:00:00,0,346.0,51.0,324.0,28.0
2023-01-26 23:00:00,0,332.0,53.0,324.0,28.0
