Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,other
40296,2023-08-07 00:00:00,2024-07-17 00:00:00,3.1,328.57,0.0,908.0,0.0,70.0,24.0,25.0,6.0
40297,2023-08-07 01:00:00,2024-07-17 00:00:00,3.1,301.63,0.0,910.0,0.0,68.0,117.0,24.0,3.0
40298,2023-08-07 02:00:00,2024-07-17 00:00:00,3.1,310.72,0.0,912.0,0.0,45.0,105.0,24.0,0.0
40299,2023-08-07 03:00:00,2024-07-17 00:00:00,3.1,316.85,0.0,918.0,0.0,67.0,62.0,25.0,0.0
40300,2023-08-07 04:00:00,2024-07-17 00:00:00,3.1,337.49,0.0,924.0,0.0,21.0,43.0,25.0,0.0
40301,2023-08-07 05:00:00,2024-07-17 00:00:00,3.1,338.95,0.0,928.0,0.0,23.0,38.0,24.0,0.0
40302,2023-08-07 06:00:00,2024-07-17 00:00:00,3.1,332.39,0.0,928.0,0.0,24.0,56.0,25.0,0.0
40303,2023-08-07 07:00:00,2024-07-17 00:00:00,3.1,319.35,0.0,908.0,0.0,21.0,98.0,25.0,0.0
40304,2023-08-07 08:00:00,2024-07-17 00:00:00,3.1,319.13,0.0,872.0,0.0,22.0,91.0,26.0,0.0
40305,2023-08-07 09:00:00,2024-07-17 00:00:00,3.1,321.78,0.0,754.0,0.0,24.0,64.0,25.0,0.0
40306,2023-08-07 10:00:00,2024-07-17 00:00:00,3.1,319.85,0.0,727.0,0.0,21.0,67.0,26.0,0.0
40307,2023-08-07 11:00:00,2024-07-17 00:00:00,3.1,320.24,0.0,695.0,0.0,22.0,61.0,25.0,0.0
40308,2023-08-07 12:00:00,2024-07-17 00:00:00,3.1,330.33,0.0,766.0,0.0,21.0,46.0,25.0,0.0
40309,2023-08-07 13:00:00,2024-07-17 00:00:00,3.1,337.49,0.0,924.0,0.0,22.0,41.0,26.0,0.0
40310,2023-08-07 14:00:00,2024-07-17 00:00:00,3.1,331.4,0.0,910.0,0.0,21.0,59.0,26.0,0.0
40311,2023-08-07 15:00:00,2024-07-17 00:00:00,3.1,329.25,0.0,816.0,0.0,15.0,59.0,27.0,0.0
40312,2023-08-07 16:00:00,2024-07-17 00:00:00,3.1,342.18,0.0,775.0,0.0,17.0,19.0,27.0,0.0
40313,2023-08-07 17:00:00,2024-07-17 00:00:00,3.1,353.7,0.0,941.0,0.0,18.0,1.0,25.0,1.0
40314,2023-08-07 18:00:00,2024-07-17 00:00:00,3.1,354.08,0.0,937.0,0.0,16.0,1.0,27.0,3.0
40315,2023-08-07 19:00:00,2024-07-17 00:00:00,3.1,354.21,0.0,948.0,0.0,17.0,2.0,27.0,6.0
40316,2023-08-07 20:00:00,2024-07-17 00:00:00,3.1,355.66,0.0,948.0,0.0,17.0,1.0,27.0,11.0
40317,2023-08-07 21:00:00,2024-07-17 00:00:00,3.1,355.25,0.0,944.0,0.0,18.0,1.0,27.0,11.0
40318,2023-08-07 22:00:00,2024-07-17 00:00:00,3.1,354.86,0.0,936.0,0.0,19.0,2.0,27.0,13.0
40319,2023-08-07 23:00:00,2024-07-17 00:00:00,3.1,339.48,0.0,934.0,0.0,64.0,2.0,27.0,13.0
