Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
36672,2023-03-09 00:00:00,2024-07-17 00:00:00,3.1,434.1,0,643.0,35.0,68.0,27.0
36673,2023-03-09 01:00:00,2024-07-17 00:00:00,3.1,424.51,0,635.0,35.0,84.0,26.0
36674,2023-03-09 02:00:00,2024-07-17 00:00:00,3.1,432.11,0,774.0,34.0,90.0,26.0
36675,2023-03-09 03:00:00,2024-07-17 00:00:00,3.1,408.9,0,776.0,86.0,94.0,26.0
36676,2023-03-09 04:00:00,2024-07-17 00:00:00,3.1,414.57,0,777.0,83.0,84.0,27.0
36677,2023-03-09 05:00:00,2024-07-17 00:00:00,3.1,423.62,0,780.0,35.0,109.0,26.0
36678,2023-03-09 06:00:00,2024-07-17 00:00:00,3.1,422.17,0,780.0,34.0,114.0,27.0
36679,2023-03-09 07:00:00,2024-07-17 00:00:00,3.1,423.68,0,781.0,34.0,110.0,26.0
36680,2023-03-09 08:00:00,2024-07-17 00:00:00,3.1,423.38,0,783.0,34.0,111.0,26.0
36681,2023-03-09 09:00:00,2024-07-17 00:00:00,3.1,421.39,0,875.0,34.0,131.0,26.0
36682,2023-03-09 10:00:00,2024-07-17 00:00:00,3.1,428.41,0,888.0,34.0,115.0,26.0
36683,2023-03-09 11:00:00,2024-07-17 00:00:00,3.1,433.81,0,888.0,32.0,104.0,27.0
36684,2023-03-09 12:00:00,2024-07-17 00:00:00,3.1,434.95,0,889.0,43.0,90.0,26.0
36685,2023-03-09 13:00:00,2024-07-17 00:00:00,3.1,410.35,0,889.0,87.0,112.0,26.0
36686,2023-03-09 14:00:00,2024-07-17 00:00:00,3.1,411.49,0,941.0,86.0,120.0,26.0
36687,2023-03-09 15:00:00,2024-07-17 00:00:00,3.1,411.27,0,958.0,87.0,123.0,26.0
36688,2023-03-09 16:00:00,2024-07-17 00:00:00,3.1,409.79,0,951.0,86.0,127.0,26.0
36689,2023-03-09 17:00:00,2024-07-17 00:00:00,3.1,404.13,0,951.0,82.0,148.0,26.0
36690,2023-03-09 18:00:00,2024-07-17 00:00:00,3.1,415.66,0,978.0,33.0,166.0,26.0
36691,2023-03-09 19:00:00,2024-07-17 00:00:00,3.1,420.77,0,960.0,34.0,147.0,26.0
36692,2023-03-09 20:00:00,2024-07-17 00:00:00,3.1,416.51,0,953.0,35.0,157.0,26.0
36693,2023-03-09 21:00:00,2024-07-17 00:00:00,3.1,415.83,0,966.0,33.0,164.0,27.0
36694,2023-03-09 22:00:00,2024-07-17 00:00:00,3.1,420.39,0,973.0,35.0,150.0,27.0
36695,2023-03-09 23:00:00,2024-07-17 00:00:00,3.1,417.63,0,973.0,34.0,159.0,27.0
