Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,wind,other
37992,2023-05-03 00:00:00,2024-07-17 00:00:00,3.1,261.2,0,337.0,163.0,5.0,23.0
37993,2023-05-03 01:00:00,2024-07-17 00:00:00,3.1,260.81,0,326.0,167.0,2.0,27.0
37994,2023-05-03 02:00:00,2024-07-17 00:00:00,3.1,256.72,0,421.0,199.0,19.0,26.0
37995,2023-05-03 03:00:00,2024-07-17 00:00:00,3.1,239.42,0,488.0,213.0,91.0,27.0
37996,2023-05-03 04:00:00,2024-07-17 00:00:00,3.1,243.34,0,491.0,131.0,160.0,26.0
37997,2023-05-03 05:00:00,2024-07-17 00:00:00,3.1,240.63,0,496.0,117.0,183.0,24.0
37998,2023-05-03 06:00:00,2024-07-17 00:00:00,3.1,243.39,0,499.0,115.0,180.0,26.0
37999,2023-05-03 07:00:00,2024-07-17 00:00:00,3.1,236.19,0,499.0,114.0,206.0,26.0
38000,2023-05-03 08:00:00,2024-07-17 00:00:00,3.1,235.86,0,411.0,116.0,158.0,28.0
38001,2023-05-03 09:00:00,2024-07-17 00:00:00,3.1,268.15,0,408.0,116.0,71.0,28.0
38002,2023-05-03 10:00:00,2024-07-17 00:00:00,3.1,292.32,0,372.0,114.0,10.0,26.0
38003,2023-05-03 11:00:00,2024-07-17 00:00:00,3.1,289.06,0,376.0,115.0,16.0,26.0
38004,2023-05-03 12:00:00,2024-07-17 00:00:00,3.1,267.15,0,291.0,116.0,26.0,26.0
38005,2023-05-03 13:00:00,2024-07-17 00:00:00,3.1,290.4,0,374.0,115.0,13.0,26.0
38006,2023-05-03 14:00:00,2024-07-17 00:00:00,3.1,283.57,0,329.0,115.0,12.0,26.0
38007,2023-05-03 15:00:00,2024-07-17 00:00:00,3.1,227.75,0,264.0,200.0,3.0,25.0
38008,2023-05-03 16:00:00,2024-07-17 00:00:00,3.1,238.9,0,167.0,119.0,5.0,23.0
38009,2023-05-03 17:00:00,2024-07-17 00:00:00,3.1,234.5,0,162.0,122.0,5.0,23.0
38010,2023-05-03 18:00:00,2024-07-17 00:00:00,3.1,233.75,0,162.0,122.0,6.0,23.0
38011,2023-05-03 19:00:00,2024-07-17 00:00:00,3.1,233.44,0,163.0,120.0,9.0,23.0
38012,2023-05-03 20:00:00,2024-07-17 00:00:00,3.1,229.8,0,163.0,123.0,11.0,23.0
38013,2023-05-03 21:00:00,2024-07-17 00:00:00,3.1,240.32,0,176.0,123.0,4.0,23.0
38014,2023-05-03 22:00:00,2024-07-17 00:00:00,3.1,246.97,0,203.0,122.0,11.0,24.0
38015,2023-05-03 23:00:00,2024-07-17 00:00:00,3.1,253.02,0,222.0,126.0,11.0,27.0
