Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
39048,2023-06-16 00:00:00,379.19,1.0,2.0,2.0,19.0,13.0
39049,2023-06-16 01:00:00,399.49,1.0,0.0,2.0,19.0,13.0
39050,2023-06-16 02:00:00,417.35,1.0,0.0,0.0,20.0,13.0
39051,2023-06-16 03:00:00,223.89,1.0,33.0,0.0,23.0,13.0
39052,2023-06-16 04:00:00,297.08,6.0,19.0,0.0,24.0,14.0
39053,2023-06-16 05:00:00,307.81,6.0,18.0,0.0,24.0,15.0
39054,2023-06-16 06:00:00,350.03,6.0,13.0,0.0,30.0,20.0
39055,2023-06-16 07:00:00,419.17,6.0,0.0,0.0,26.0,16.0
39056,2023-06-16 08:00:00,429.27,6.0,0.0,0.0,29.0,20.0
39057,2023-06-16 09:00:00,388.13,6.0,0.0,6.0,29.0,20.0
39058,2023-06-16 10:00:00,399.5,6.0,0.0,6.0,32.0,24.0
39059,2023-06-16 11:00:00,410.75,6.0,0.0,3.0,28.0,20.0
39060,2023-06-16 12:00:00,314.66,6.0,11.0,5.0,25.0,15.0
39061,2023-06-16 13:00:00,399.56,6.0,0.0,7.0,35.0,27.0
39062,2023-06-16 14:00:00,356.29,6.0,0.0,10.0,28.0,18.0
39063,2023-06-16 15:00:00,339.03,6.0,0.0,17.0,30.0,22.0
39064,2023-06-16 16:00:00,108.24,6.0,143.0,21.0,24.0,15.0
39065,2023-06-16 17:00:00,72.48,6.0,400.0,14.0,29.0,21.0
39066,2023-06-16 18:00:00,62.73,6.0,406.0,8.0,24.0,15.0
39067,2023-06-16 19:00:00,64.45,6.0,406.0,2.0,23.0,16.0
39068,2023-06-16 20:00:00,62.72,6.0,375.0,6.0,20.0,14.0
39069,2023-06-16 21:00:00,85.6,1.0,282.0,6.0,27.0,22.0
39070,2023-06-16 22:00:00,211.45,0.0,24.0,11.0,19.0,13.0
39071,2023-06-16 23:00:00,175.1,0.0,26.0,24.0,19.0,13.0
