Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
37272,2023-04-03 00:00:00,2024-07-17 00:00:00,3.1,20.73,63.0,1428.0,32.0,29.0,16.0
37273,2023-04-03 01:00:00,2024-07-17 00:00:00,3.1,19.4,63.0,1429.0,28.0,25.0,12.0
37274,2023-04-03 02:00:00,2024-07-17 00:00:00,3.1,19.42,63.0,1429.0,25.0,27.0,12.0
37275,2023-04-03 03:00:00,2024-07-17 00:00:00,3.1,19.61,63.0,1429.0,35.0,30.0,13.0
37276,2023-04-03 04:00:00,2024-07-17 00:00:00,3.1,21.26,67.0,1428.0,30.0,32.0,15.0
37277,2023-04-03 05:00:00,2024-07-17 00:00:00,3.1,21.82,69.0,1425.0,24.0,32.0,15.0
37278,2023-04-03 06:00:00,2024-07-17 00:00:00,3.1,22.26,69.0,1425.0,42.0,33.0,17.0
37279,2023-04-03 07:00:00,2024-07-17 00:00:00,3.1,24.54,69.0,1425.0,66.0,41.0,25.0
37280,2023-04-03 08:00:00,2024-07-17 00:00:00,3.1,27.72,69.0,1425.0,50.0,48.0,34.0
37281,2023-04-03 09:00:00,2024-07-17 00:00:00,3.1,27.64,63.0,1424.0,58.0,51.0,38.0
37282,2023-04-03 10:00:00,2024-07-17 00:00:00,3.1,23.97,63.0,1425.0,64.0,41.0,27.0
37283,2023-04-03 11:00:00,2024-07-17 00:00:00,3.1,26.79,63.0,1425.0,72.0,47.0,36.0
37284,2023-04-03 12:00:00,2024-07-17 00:00:00,3.1,26.57,63.0,1413.0,78.0,46.0,35.0
37285,2023-04-03 13:00:00,2024-07-17 00:00:00,3.1,21.7,63.0,1409.0,76.0,36.0,20.0
37286,2023-04-03 14:00:00,2024-07-17 00:00:00,3.1,21.04,63.0,1409.0,76.0,34.0,18.0
37287,2023-04-03 15:00:00,2024-07-17 00:00:00,3.1,20.73,63.0,1408.0,75.0,33.0,17.0
37288,2023-04-03 16:00:00,2024-07-17 00:00:00,3.1,22.55,69.0,1408.0,62.0,34.0,18.0
37289,2023-04-03 17:00:00,2024-07-17 00:00:00,3.1,22.87,69.0,1407.0,41.0,34.0,18.0
37290,2023-04-03 18:00:00,2024-07-17 00:00:00,3.1,23.03,69.0,1407.0,30.0,34.0,18.0
37291,2023-04-03 19:00:00,2024-07-17 00:00:00,3.1,23.1,69.0,1407.0,25.0,34.0,18.0
37292,2023-04-03 20:00:00,2024-07-17 00:00:00,3.1,20.86,62.0,1407.0,24.0,32.0,16.0
37293,2023-04-03 21:00:00,2024-07-17 00:00:00,3.1,20.5,62.0,1405.0,27.0,31.0,15.0
37294,2023-04-03 22:00:00,2024-07-17 00:00:00,3.1,19.71,63.0,1405.0,28.0,25.0,12.0
37295,2023-04-03 23:00:00,2024-07-17 00:00:00,3.1,19.76,63.0,1405.0,24.0,25.0,12.0
