Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
38640,2023-05-30 00:00:00,2024-07-17 00:00:00,3.1,84.77,0.0,165.0,4.0,16.0,13.0
38641,2023-05-30 01:00:00,2024-07-17 00:00:00,3.1,89.24,0.0,162.0,3.0,16.0,14.0
38642,2023-05-30 02:00:00,2024-07-17 00:00:00,3.1,94.41,0.0,157.0,4.0,17.0,15.0
38643,2023-05-30 03:00:00,2024-07-17 00:00:00,3.1,95.73,0.0,157.0,1.0,17.0,15.0
38644,2023-05-30 04:00:00,2024-07-17 00:00:00,3.1,77.5,0.0,218.0,4.0,17.0,15.0
38645,2023-05-30 05:00:00,2024-07-17 00:00:00,3.1,114.38,0.0,196.0,5.0,26.0,26.0
38646,2023-05-30 06:00:00,2024-07-17 00:00:00,3.1,107.65,0.0,155.0,15.0,21.0,20.0
38647,2023-05-30 07:00:00,2024-07-17 00:00:00,3.1,143.38,0.0,129.0,10.0,26.0,26.0
38648,2023-05-30 08:00:00,2024-07-17 00:00:00,3.1,128.22,0.0,126.0,21.0,24.0,23.0
38649,2023-05-30 09:00:00,2024-07-17 00:00:00,3.1,121.52,0.0,126.0,38.0,24.0,24.0
38650,2023-05-30 10:00:00,2024-07-17 00:00:00,3.1,142.54,0.0,165.0,51.0,39.0,41.0
38651,2023-05-30 11:00:00,2024-07-17 00:00:00,3.1,128.34,0.0,149.0,56.0,32.0,33.0
38652,2023-05-30 12:00:00,2024-07-17 00:00:00,3.1,140.43,0.0,118.0,63.0,32.0,34.0
38653,2023-05-30 13:00:00,2024-07-17 00:00:00,3.1,132.85,0.0,126.0,51.0,30.0,30.0
38654,2023-05-30 14:00:00,2024-07-17 00:00:00,3.1,160.77,0.0,126.0,42.0,36.0,39.0
38655,2023-05-30 15:00:00,2024-07-17 00:00:00,3.1,133.87,0.0,173.0,27.0,32.0,34.0
38656,2023-05-30 16:00:00,2024-07-17 00:00:00,3.1,75.6,0.0,315.0,16.0,23.0,22.0
38657,2023-05-30 17:00:00,2024-07-17 00:00:00,3.1,53.98,0.0,488.0,8.0,19.0,18.0
38658,2023-05-30 18:00:00,2024-07-17 00:00:00,3.1,57.76,0.0,599.0,3.0,25.0,25.0
38659,2023-05-30 19:00:00,2024-07-17 00:00:00,3.1,46.34,0.0,579.0,5.0,18.0,15.0
38660,2023-05-30 20:00:00,2024-07-17 00:00:00,3.1,90.99,0.0,188.0,5.0,19.0,17.0
38661,2023-05-30 21:00:00,2024-07-17 00:00:00,3.1,89.95,0.0,162.0,3.0,17.0,14.0
38662,2023-05-30 22:00:00,2024-07-17 00:00:00,3.1,173.69,0.0,122.0,2.0,31.0,32.0
38663,2023-05-30 23:00:00,2024-07-17 00:00:00,3.1,154.37,0.0,147.0,5.0,32.0,32.0
