Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
40800,2023-08-28 00:00:00,2024-07-17 00:00:00,3.1,192.25,34.0,92.0,13.0,16.0,14.0
40801,2023-08-28 01:00:00,2024-07-17 00:00:00,3.1,349.2,91.0,32.0,16.0,16.0,14.0
40802,2023-08-28 02:00:00,2024-07-17 00:00:00,3.1,453.82,150.0,0.0,12.0,17.0,15.0
40803,2023-08-28 03:00:00,2024-07-17 00:00:00,3.1,446.87,149.0,0.0,14.0,19.0,15.0
40804,2023-08-28 04:00:00,2024-07-17 00:00:00,3.1,442.08,156.0,0.0,15.0,23.0,15.0
40805,2023-08-28 05:00:00,2024-07-17 00:00:00,3.1,408.29,253.0,44.0,10.0,25.0,16.0
40806,2023-08-28 06:00:00,2024-07-17 00:00:00,3.1,428.97,299.0,28.0,15.0,25.0,16.0
40807,2023-08-28 07:00:00,2024-07-17 00:00:00,3.1,356.95,313.0,125.0,15.0,35.0,28.0
40808,2023-08-28 08:00:00,2024-07-17 00:00:00,3.1,456.81,301.0,0.0,19.0,26.0,18.0
40809,2023-08-28 09:00:00,2024-07-17 00:00:00,3.1,457.95,300.0,0.0,18.0,26.0,18.0
40810,2023-08-28 10:00:00,2024-07-17 00:00:00,3.1,452.39,300.0,0.0,22.0,26.0,17.0
40811,2023-08-28 11:00:00,2024-07-17 00:00:00,3.1,447.6,300.0,0.0,26.0,26.0,17.0
40812,2023-08-28 12:00:00,2024-07-17 00:00:00,3.1,448.4,301.0,0.0,26.0,26.0,18.0
40813,2023-08-28 13:00:00,2024-07-17 00:00:00,3.1,439.82,300.0,10.0,23.0,26.0,17.0
40814,2023-08-28 14:00:00,2024-07-17 00:00:00,3.1,345.76,300.0,122.0,21.0,26.0,17.0
40815,2023-08-28 15:00:00,2024-07-17 00:00:00,3.1,297.38,301.0,217.0,18.0,29.0,21.0
40816,2023-08-28 16:00:00,2024-07-17 00:00:00,3.1,298.84,300.0,212.0,15.0,23.0,17.0
40817,2023-08-28 17:00:00,2024-07-17 00:00:00,3.1,294.13,300.0,229.0,7.0,22.0,16.0
40818,2023-08-28 18:00:00,2024-07-17 00:00:00,3.1,292.98,298.0,230.0,7.0,22.0,16.0
40819,2023-08-28 19:00:00,2024-07-17 00:00:00,3.1,409.26,251.0,41.0,13.0,22.0,16.0
40820,2023-08-28 20:00:00,2024-07-17 00:00:00,3.1,423.6,250.0,20.0,22.0,19.0,15.0
40821,2023-08-28 21:00:00,2024-07-17 00:00:00,3.1,434.34,251.0,9.0,25.0,18.0,15.0
40822,2023-08-28 22:00:00,2024-07-17 00:00:00,3.1,451.26,172.0,0.0,14.0,18.0,14.0
40823,2023-08-28 23:00:00,2024-07-17 00:00:00,3.1,458.32,150.0,0.0,9.0,18.0,14.0
