Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
40272,2023-08-06 00:00:00,2024-07-17 00:00:00,3.1,333.58,0.0,0.0,8.0,14.0,11.0
40273,2023-08-06 01:00:00,2024-07-17 00:00:00,3.1,286.28,0.0,7.0,7.0,14.0,11.0
40274,2023-08-06 02:00:00,2024-07-17 00:00:00,3.1,298.7,0.0,0.0,12.0,14.0,11.0
40275,2023-08-06 03:00:00,2024-07-17 00:00:00,3.1,264.45,0.0,0.0,17.0,14.0,11.0
40276,2023-08-06 04:00:00,2024-07-17 00:00:00,3.1,258.56,0.0,0.0,18.0,14.0,11.0
40277,2023-08-06 05:00:00,2024-07-17 00:00:00,3.1,230.71,0.0,7.0,19.0,14.0,12.0
40278,2023-08-06 06:00:00,2024-07-17 00:00:00,3.1,258.56,0.0,0.0,18.0,14.0,11.0
40279,2023-08-06 07:00:00,2024-07-17 00:00:00,3.1,209.1,0.0,12.0,20.0,14.0,12.0
40280,2023-08-06 08:00:00,2024-07-17 00:00:00,3.1,251.2,0.0,1.0,40.0,23.0,23.0
40281,2023-08-06 09:00:00,2024-07-17 00:00:00,3.1,233.55,0.0,0.0,52.0,25.0,25.0
40282,2023-08-06 10:00:00,2024-07-17 00:00:00,3.1,132.61,0.0,0.0,68.0,15.0,12.0
40283,2023-08-06 11:00:00,2024-07-17 00:00:00,3.1,131.34,0.0,0.0,69.0,15.0,12.0
40284,2023-08-06 12:00:00,2024-07-17 00:00:00,3.1,131.34,0.0,0.0,69.0,15.0,12.0
40285,2023-08-06 13:00:00,2024-07-17 00:00:00,3.1,133.9,0.0,0.0,67.0,15.0,12.0
40286,2023-08-06 14:00:00,2024-07-17 00:00:00,3.1,145.34,0.0,0.0,59.0,15.0,12.0
40287,2023-08-06 15:00:00,2024-07-17 00:00:00,3.1,67.07,0.0,171.0,59.0,15.0,13.0
40288,2023-08-06 16:00:00,2024-07-17 00:00:00,3.1,50.88,0.0,294.0,60.0,14.0,12.0
40289,2023-08-06 17:00:00,2024-07-17 00:00:00,3.1,46.04,0.0,389.0,58.0,15.0,12.0
40290,2023-08-06 18:00:00,2024-07-17 00:00:00,3.1,49.59,0.0,326.0,73.0,15.0,13.0
40291,2023-08-06 19:00:00,2024-07-17 00:00:00,3.1,50.92,0.0,275.0,77.0,15.0,12.0
40292,2023-08-06 20:00:00,2024-07-17 00:00:00,3.1,66.49,0.0,127.0,81.0,14.0,12.0
40293,2023-08-06 21:00:00,2024-07-17 00:00:00,3.1,114.98,0.0,8.0,76.0,14.0,12.0
40294,2023-08-06 22:00:00,2024-07-17 00:00:00,3.1,157.24,0.0,0.0,52.0,15.0,12.0
40295,2023-08-06 23:00:00,2024-07-17 00:00:00,3.1,103.37,0.0,59.0,46.0,14.0,12.0
