Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
37632,2023-04-18 00:00:00,2024-07-17 00:00:00,3.1,56.27,43.0,1418.0,15.0,34.0,34.0
37633,2023-04-18 01:00:00,2024-07-17 00:00:00,3.1,48.16,43.0,1415.0,10.0,21.0,18.0
37634,2023-04-18 02:00:00,2024-07-17 00:00:00,3.1,47.04,45.0,1378.0,17.0,18.0,14.0
37635,2023-04-18 03:00:00,2024-07-17 00:00:00,3.1,52.83,65.0,1390.0,14.0,18.0,14.0
37636,2023-04-18 04:00:00,2024-07-17 00:00:00,3.1,53.99,69.0,1399.0,8.0,18.0,14.0
37637,2023-04-18 05:00:00,2024-07-17 00:00:00,3.1,54.08,69.0,1403.0,2.0,18.0,14.0
37638,2023-04-18 06:00:00,2024-07-17 00:00:00,3.1,55.41,68.0,1401.0,0.0,20.0,17.0
37639,2023-04-18 07:00:00,2024-07-17 00:00:00,3.1,54.68,65.0,1421.0,0.0,21.0,18.0
37640,2023-04-18 08:00:00,2024-07-17 00:00:00,3.1,56.08,65.0,1417.0,6.0,23.0,21.0
37641,2023-04-18 09:00:00,2024-07-17 00:00:00,3.1,56.57,58.0,1415.0,14.0,28.0,26.0
37642,2023-04-18 10:00:00,2024-07-17 00:00:00,3.1,59.37,68.0,1416.0,30.0,29.0,27.0
37643,2023-04-18 11:00:00,2024-07-17 00:00:00,3.1,56.01,70.0,1416.0,39.0,22.0,20.0
37644,2023-04-18 12:00:00,2024-07-17 00:00:00,3.1,55.7,69.0,1416.0,44.0,23.0,20.0
37645,2023-04-18 13:00:00,2024-07-17 00:00:00,3.1,54.59,64.0,1416.0,68.0,24.0,22.0
37646,2023-04-18 14:00:00,2024-07-17 00:00:00,3.1,54.78,64.0,1413.0,63.0,24.0,22.0
37647,2023-04-18 15:00:00,2024-07-17 00:00:00,3.1,53.25,64.0,1409.0,65.0,21.0,19.0
37648,2023-04-18 16:00:00,2024-07-17 00:00:00,3.1,53.79,64.0,1409.0,49.0,22.0,19.0
37649,2023-04-18 17:00:00,2024-07-17 00:00:00,3.1,54.15,64.0,1409.0,36.0,22.0,19.0
37650,2023-04-18 18:00:00,2024-07-17 00:00:00,3.1,52.65,58.0,1410.0,48.0,23.0,20.0
37651,2023-04-18 19:00:00,2024-07-17 00:00:00,3.1,48.71,44.0,1410.0,47.0,23.0,20.0
37652,2023-04-18 20:00:00,2024-07-17 00:00:00,3.1,48.19,43.0,1411.0,56.0,23.0,20.0
37653,2023-04-18 21:00:00,2024-07-17 00:00:00,3.1,43.54,27.0,1407.0,61.0,23.0,20.0
37654,2023-04-18 22:00:00,2024-07-17 00:00:00,3.1,35.49,0.0,1333.0,65.0,22.0,19.0
37655,2023-04-18 23:00:00,2024-07-17 00:00:00,3.1,36.03,0.0,1332.0,61.0,22.0,20.0
