Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
38112,2023-05-08 00:00:00,2024-07-17 00:00:00,3.1,55.17,0.0,462.0,12.0,19.0,18.0
38113,2023-05-08 01:00:00,2024-07-17 00:00:00,3.1,53.4,0.0,462.0,18.0,19.0,17.0
38114,2023-05-08 02:00:00,2024-07-17 00:00:00,3.1,54.82,0.0,462.0,16.0,19.0,18.0
38115,2023-05-08 03:00:00,2024-07-17 00:00:00,3.1,53.32,0.0,462.0,19.0,19.0,17.0
38116,2023-05-08 04:00:00,2024-07-17 00:00:00,3.1,51.61,0.0,497.0,17.0,19.0,17.0
38117,2023-05-08 05:00:00,2024-07-17 00:00:00,3.1,49.15,0.0,635.0,5.0,21.0,19.0
38118,2023-05-08 06:00:00,2024-07-17 00:00:00,3.1,53.28,0.0,619.0,4.0,23.0,22.0
38119,2023-05-08 07:00:00,2024-07-17 00:00:00,3.1,54.78,0.0,467.0,13.0,19.0,18.0
38120,2023-05-08 08:00:00,2024-07-17 00:00:00,3.1,54.29,0.0,461.0,23.0,19.0,18.0
38121,2023-05-08 09:00:00,2024-07-17 00:00:00,3.1,56.5,0.0,462.0,15.0,20.0,19.0
38122,2023-05-08 10:00:00,2024-07-17 00:00:00,3.1,57.62,0.0,449.0,12.0,20.0,19.0
38123,2023-05-08 11:00:00,2024-07-17 00:00:00,3.1,58.17,0.0,434.0,17.0,20.0,19.0
38124,2023-05-08 12:00:00,2024-07-17 00:00:00,3.1,59.31,0.0,423.0,17.0,21.0,19.0
38125,2023-05-08 13:00:00,2024-07-17 00:00:00,3.1,70.17,0.0,384.0,10.0,24.0,23.0
38126,2023-05-08 14:00:00,2024-07-17 00:00:00,3.1,79.79,0.0,417.0,9.0,31.0,31.0
38127,2023-05-08 15:00:00,2024-07-17 00:00:00,3.1,60.19,0.0,429.0,4.0,21.0,19.0
38128,2023-05-08 16:00:00,2024-07-17 00:00:00,3.1,56.16,0.0,467.0,1.0,20.0,18.0
38129,2023-05-08 17:00:00,2024-07-17 00:00:00,3.1,53.24,0.0,519.0,0.0,20.0,18.0
38130,2023-05-08 18:00:00,2024-07-17 00:00:00,3.1,53.45,0.0,509.0,0.0,19.0,18.0
38131,2023-05-08 19:00:00,2024-07-17 00:00:00,3.1,49.94,0.0,558.0,0.0,19.0,17.0
38132,2023-05-08 20:00:00,2024-07-17 00:00:00,3.1,53.15,0.0,485.0,1.0,18.0,17.0
38133,2023-05-08 21:00:00,2024-07-17 00:00:00,3.1,55.49,0.0,494.0,4.0,20.0,19.0
38134,2023-05-08 22:00:00,2024-07-17 00:00:00,3.1,62.89,0.0,504.0,13.0,26.0,25.0
38135,2023-05-08 23:00:00,2024-07-17 00:00:00,3.1,53.12,0.0,501.0,14.0,20.0,18.0
