Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
37248,2023-04-02 00:00:00,2024-07-17 00:00:00,3.1,46.33,44.0,1409.0,59.0,23.0,15.0
37249,2023-04-02 01:00:00,2024-07-17 00:00:00,3.1,46.87,44.0,1409.0,59.0,24.0,16.0
37250,2023-04-02 02:00:00,2024-07-17 00:00:00,3.1,44.52,44.0,1410.0,53.0,21.0,11.0
37251,2023-04-02 03:00:00,2024-07-17 00:00:00,3.1,44.62,44.0,1410.0,54.0,22.0,11.0
37252,2023-04-02 04:00:00,2024-07-17 00:00:00,3.1,44.66,44.0,1410.0,52.0,22.0,11.0
37253,2023-04-02 05:00:00,2024-07-17 00:00:00,3.1,44.55,44.0,1413.0,55.0,22.0,11.0
37254,2023-04-02 06:00:00,2024-07-17 00:00:00,3.1,45.01,44.0,1424.0,77.0,24.0,13.0
37255,2023-04-02 07:00:00,2024-07-17 00:00:00,3.1,51.76,44.0,1423.0,82.0,34.0,27.0
37256,2023-04-02 08:00:00,2024-07-17 00:00:00,3.1,51.99,44.0,1420.0,82.0,32.0,28.0
37257,2023-04-02 09:00:00,2024-07-17 00:00:00,3.1,45.91,44.0,1419.0,66.0,22.0,15.0
37258,2023-04-02 10:00:00,2024-07-17 00:00:00,3.1,51.43,44.0,1416.0,66.0,30.0,26.0
37259,2023-04-02 11:00:00,2024-07-17 00:00:00,3.1,56.0,44.0,1415.0,62.0,37.0,35.0
37260,2023-04-02 12:00:00,2024-07-17 00:00:00,3.1,54.13,44.0,1415.0,59.0,34.0,31.0
37261,2023-04-02 13:00:00,2024-07-17 00:00:00,3.1,53.53,44.0,1415.0,62.0,33.0,30.0
37262,2023-04-02 14:00:00,2024-07-17 00:00:00,3.1,47.46,44.0,1415.0,71.0,25.0,18.0
37263,2023-04-02 15:00:00,2024-07-17 00:00:00,3.1,46.67,44.0,1414.0,80.0,27.0,16.0
37264,2023-04-02 16:00:00,2024-07-17 00:00:00,3.1,47.67,44.0,1412.0,71.0,30.0,17.0
37265,2023-04-02 17:00:00,2024-07-17 00:00:00,3.1,45.82,44.0,1413.0,39.0,26.0,12.0
37266,2023-04-02 18:00:00,2024-07-17 00:00:00,3.1,48.57,44.0,1412.0,38.0,31.0,17.0
37267,2023-04-02 19:00:00,2024-07-17 00:00:00,3.1,45.57,44.0,1412.0,37.0,27.0,11.0
37268,2023-04-02 20:00:00,2024-07-17 00:00:00,3.1,48.69,44.0,1412.0,38.0,32.0,17.0
37269,2023-04-02 21:00:00,2024-07-17 00:00:00,3.1,47.02,44.0,1413.0,34.0,28.0,14.0
37270,2023-04-02 22:00:00,2024-07-17 00:00:00,3.1,51.1,55.0,1424.0,28.0,29.0,16.0
37271,2023-04-02 23:00:00,2024-07-17 00:00:00,3.1,51.13,63.0,1428.0,29.0,25.0,12.0
