UTC time,nuclear,hydro,solar,wind
2023-01-30 00:00:00,3022.0,807.0,0.0,7.0
2023-01-30 01:00:00,3023.0,1032.0,0.0,5.0
2023-01-30 02:00:00,3024.0,753.0,0.0,9.0
2023-01-30 03:00:00,3023.0,783.0,0.0,12.0
2023-01-30 04:00:00,3022.0,1290.0,0.0,13.0
2023-01-30 05:00:00,3020.0,2181.0,0.0,7.0
2023-01-30 06:00:00,3019.0,3075.0,0.0,11.0
2023-01-30 07:00:00,3020.0,3553.0,6.0,23.0
2023-01-30 08:00:00,3022.0,3748.0,214.0,14.0
2023-01-30 09:00:00,3030.0,3142.0,539.0,11.0
2023-01-30 10:00:00,2063.0,2636.0,818.0,15.0
2023-01-30 11:00:00,1737.0,2092.0,646.0,20.0
2023-01-30 12:00:00,3019.0,2203.0,1005.0,23.0
2023-01-30 13:00:00,3019.0,2484.0,757.0,27.0
2023-01-30 14:00:00,3017.0,2441.0,286.0,37.0
2023-01-30 15:00:00,3017.0,2444.0,71.0,36.0
2023-01-30 16:00:00,3016.0,3461.0,0.0,36.0
2023-01-30 17:00:00,3017.0,3707.0,0.0,34.0
2023-01-30 18:00:00,3016.0,3474.0,0.0,27.0
2023-01-30 19:00:00,3018.0,2872.0,0.0,22.0
2023-01-30 20:00:00,3018.0,2481.0,0.0,21.0
2023-01-30 21:00:00,3019.0,1738.0,0.0,24.0
2023-01-30 22:00:00,3018.0,1061.0,0.0,21.0
2023-01-30 23:00:00,3019.0,1229.0,0.0,15.0
