Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
40296,2023-08-07 00:00:00,13.66,2623.0,431.0,0.0,40.0
40297,2023-08-07 01:00:00,13.34,2623.0,339.0,0.0,38.0
40298,2023-08-07 02:00:00,13.62,2623.0,419.0,0.0,34.0
40299,2023-08-07 03:00:00,14.37,2623.0,657.0,0.0,28.0
40300,2023-08-07 04:00:00,15.08,2623.0,900.0,4.0,21.0
40301,2023-08-07 05:00:00,16.63,2624.0,1297.0,94.0,15.0
40302,2023-08-07 06:00:00,18.63,2624.0,1962.0,265.0,19.0
40303,2023-08-07 07:00:00,17.85,2624.0,1252.0,287.0,22.0
40304,2023-08-07 08:00:00,18.94,2623.0,1002.0,509.0,18.0
40305,2023-08-07 09:00:00,20.89,2621.0,729.0,879.0,17.0
40306,2023-08-07 10:00:00,21.05,2618.0,563.0,927.0,18.0
40307,2023-08-07 11:00:00,23.56,2620.0,524.0,1414.0,21.0
40308,2023-08-07 12:00:00,24.05,2619.0,508.0,1522.0,22.0
40309,2023-08-07 13:00:00,21.16,2617.0,588.0,946.0,23.0
40310,2023-08-07 14:00:00,24.19,2615.0,914.0,1554.0,22.0
40311,2023-08-07 15:00:00,24.1,2617.0,1269.0,1530.0,16.0
40312,2023-08-07 16:00:00,21.23,2613.0,1172.0,884.0,15.0
40313,2023-08-07 17:00:00,19.03,2611.0,2078.0,313.0,13.0
40314,2023-08-07 18:00:00,17.79,2611.0,1901.0,123.0,8.0
40315,2023-08-07 19:00:00,17.18,2617.0,1994.0,0.0,8.0
40316,2023-08-07 20:00:00,16.82,2620.0,1761.0,0.0,5.0
40317,2023-08-07 21:00:00,16.04,2623.0,1332.0,0.0,2.0
40318,2023-08-07 22:00:00,15.09,2624.0,910.0,0.0,2.0
40319,2023-08-07 23:00:00,14.01,2627.0,528.0,0.0,1.0
