UTC time,nuclear,hydro,solar,wind
2023-09-09 00:00:00,2582.0,1645.0,0.0,1.0
2023-09-09 01:00:00,2586.0,1788.0,0.0,1.0
2023-09-09 02:00:00,2588.0,1707.0,0.0,1.0
2023-09-09 03:00:00,2590.0,1941.0,0.0,1.0
2023-09-09 04:00:00,2593.0,2612.0,0.0,1.0
2023-09-09 05:00:00,2593.0,2693.0,25.0,1.0
2023-09-09 06:00:00,2592.0,1651.0,250.0,1.0
2023-09-09 07:00:00,2586.0,1082.0,751.0,1.0
2023-09-09 08:00:00,2577.0,872.0,1318.0,1.0
2023-09-09 09:00:00,2567.0,665.0,1786.0,0.0
2023-09-09 10:00:00,2557.0,702.0,2068.0,0.0
2023-09-09 11:00:00,2551.0,760.0,2171.0,4.0
2023-09-09 12:00:00,2555.0,821.0,2101.0,7.0
2023-09-09 13:00:00,2546.0,878.0,1885.0,9.0
2023-09-09 14:00:00,2545.0,928.0,1520.0,8.0
2023-09-09 15:00:00,2543.0,1706.0,1031.0,7.0
2023-09-09 16:00:00,2544.0,3444.0,509.0,6.0
2023-09-09 17:00:00,2546.0,3951.0,117.0,5.0
2023-09-09 18:00:00,2556.0,4047.0,1.0,4.0
2023-09-09 19:00:00,2564.0,3942.0,0.0,2.0
2023-09-09 20:00:00,2571.0,3240.0,0.0,2.0
2023-09-09 21:00:00,2574.0,2592.0,0.0,1.0
2023-09-09 22:00:00,2578.0,2857.0,0.0,1.0
2023-09-09 23:00:00,2581.0,2386.0,0.0,1.0
