UTC time,nuclear,hydro,solar,wind
2023-11-07 00:00:00,3014.0,950.0,0.0,40.0
2023-11-07 01:00:00,3015.0,947.0,0.0,41.0
2023-11-07 02:00:00,3015.0,881.0,0.0,40.0
2023-11-07 03:00:00,3016.0,916.0,0.0,42.0
2023-11-07 04:00:00,3022.0,973.0,0.0,35.0
2023-11-07 05:00:00,3024.0,1372.0,0.0,33.0
2023-11-07 06:00:00,3023.0,2227.0,3.0,28.0
2023-11-07 07:00:00,3025.0,2890.0,190.0,27.0
2023-11-07 08:00:00,3025.0,1870.0,248.0,24.0
2023-11-07 09:00:00,3023.0,1384.0,545.0,23.0
2023-11-07 10:00:00,3017.0,1421.0,1049.0,25.0
2023-11-07 11:00:00,2818.0,1527.0,610.0,22.0
2023-11-07 12:00:00,3016.0,1391.0,844.0,19.0
2023-11-07 13:00:00,3017.0,1456.0,858.0,21.0
2023-11-07 14:00:00,3018.0,2216.0,312.0,25.0
2023-11-07 15:00:00,3016.0,2300.0,135.0,30.0
2023-11-07 16:00:00,3017.0,3082.0,1.0,36.0
2023-11-07 17:00:00,3017.0,3486.0,0.0,33.0
2023-11-07 18:00:00,3014.0,2415.0,0.0,31.0
2023-11-07 19:00:00,3015.0,1707.0,0.0,19.0
2023-11-07 20:00:00,3016.0,1354.0,0.0,26.0
2023-11-07 21:00:00,3018.0,1246.0,0.0,33.0
2023-11-07 22:00:00,3019.0,1102.0,0.0,32.0
2023-11-07 23:00:00,3019.0,1103.0,0.0,25.0
