Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
41136,2023-09-11 00:00:00,379.81,5196.0,26940.0,1788.0,0.0,4.0,7144.0,1577.0,11691.0
41137,2023-09-11 01:00:00,388.11,5827.0,25271.0,1788.0,0.0,4.0,6685.0,1575.0,11728.0
41138,2023-09-11 02:00:00,393.65,5908.0,25298.0,1788.0,0.0,4.0,5970.0,1547.0,11571.0
41139,2023-09-11 03:00:00,399.29,6436.0,25550.0,1788.0,0.0,4.0,5654.0,1527.0,11437.0
41140,2023-09-11 04:00:00,408.55,6980.0,28073.0,1788.0,0.0,4.0,5278.0,1534.0,12882.0
41141,2023-09-11 05:00:00,410.4,7052.0,29640.0,1788.0,0.0,57.0,5826.0,1515.0,15199.0
41142,2023-09-11 06:00:00,415.55,7086.0,29134.0,1795.0,0.0,278.0,6503.0,1523.0,19336.0
41143,2023-09-11 07:00:00,440.67,7150.0,26213.0,1797.0,0.0,605.0,5081.0,1594.0,26571.0
41144,2023-09-11 08:00:00,458.62,6024.0,20793.0,1796.0,0.0,943.0,4392.0,1549.0,34437.0
41145,2023-09-11 09:00:00,471.67,5392.0,17806.0,1796.0,0.0,1220.0,4075.0,1506.0,41715.0
41146,2023-09-11 10:00:00,478.41,4829.0,15480.0,1796.0,0.0,1381.0,3804.0,1540.0,45504.0
41147,2023-09-11 11:00:00,478.35,4693.0,16792.0,1798.0,0.0,1403.0,3534.0,1554.0,46177.0
41148,2023-09-11 12:00:00,474.81,4361.0,19231.0,1860.0,0.0,1337.0,2884.0,1514.0,43697.0
41149,2023-09-11 13:00:00,468.07,4880.0,20429.0,1876.0,0.0,1156.0,2817.0,1484.0,37513.0
41150,2023-09-11 14:00:00,452.75,5904.0,25233.0,1872.0,0.0,770.0,3088.0,1435.0,28776.0
41151,2023-09-11 15:00:00,443.1,7218.0,29387.0,1868.0,0.0,510.0,2658.0,1441.0,20703.0
41152,2023-09-11 16:00:00,442.17,7745.0,30715.0,1868.0,0.0,240.0,1968.0,1465.0,16602.0
41153,2023-09-11 17:00:00,445.48,8480.0,30765.0,1868.0,0.0,44.0,1589.0,1460.0,14400.0
41154,2023-09-11 18:00:00,444.68,8497.0,31088.0,1868.0,0.0,4.0,1413.0,1459.0,13444.0
41155,2023-09-11 19:00:00,444.01,8525.0,30762.0,1868.0,0.0,4.0,1274.0,1440.0,12362.0
41156,2023-09-11 20:00:00,438.89,8540.0,31030.0,1868.0,0.0,4.0,1562.0,1439.0,11270.0
41157,2023-09-11 21:00:00,432.88,8607.0,31017.0,1868.0,0.0,4.0,1902.0,1427.0,9753.0
41158,2023-09-11 22:00:00,428.24,8587.0,31278.0,1868.0,0.0,4.0,1988.0,1417.0,8398.0
41159,2023-09-11 23:00:00,428.0,8525.0,31336.0,1868.0,0.0,4.0,1871.0,1498.0,8368.0
