UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-08-03 00:00:00,2023-08-13 18:54:59,3.0,33191.0,48769.0,11459.0,2768.0,916.0,1709.0,866.0
2023-08-03 01:00:00,2023-08-13 18:54:59,3.0,33221.0,46918.0,11461.0,1907.0,233.0,1849.0,822.0
2023-08-03 02:00:00,2023-08-13 18:54:59,3.0,32562.0,45571.0,11459.0,916.0,8.0,2111.0,816.0
2023-08-03 03:00:00,2023-08-13 18:54:59,3.0,31729.0,43096.0,11469.0,765.0,1.0,2439.0,806.0
2023-08-03 04:00:00,2023-08-13 18:54:59,3.0,30644.0,38609.0,11471.0,631.0,0.0,2608.0,799.0
2023-08-03 05:00:00,2023-08-13 18:54:59,3.0,29094.0,35556.0,11483.0,574.0,0.0,2779.0,774.0
2023-08-03 06:00:00,2023-08-13 18:54:59,3.0,27303.0,33307.0,11490.0,570.0,0.0,2509.0,769.0
2023-08-03 07:00:00,2023-08-13 18:54:59,3.0,24612.0,31553.0,11496.0,564.0,1.0,2100.0,766.0
2023-08-03 08:00:00,2023-08-13 18:54:59,3.0,22938.0,30814.0,11499.0,563.0,1.0,1675.0,767.0
2023-08-03 09:00:00,2023-08-13 18:54:59,3.0,21938.0,30340.0,11499.0,564.0,0.0,1537.0,766.0
2023-08-03 10:00:00,2023-08-13 18:54:59,3.0,22225.0,30844.0,11504.0,558.0,0.0,1306.0,768.0
2023-08-03 11:00:00,2023-08-13 18:54:59,3.0,24250.0,31759.0,11507.0,544.0,1.0,1101.0,766.0
2023-08-03 12:00:00,2023-08-13 18:54:59,3.0,25449.0,32226.0,11511.0,533.0,174.0,1128.0,772.0
2023-08-03 13:00:00,2023-08-13 18:54:59,3.0,26603.0,33121.0,11512.0,568.0,947.0,842.0,792.0
2023-08-03 14:00:00,2023-08-13 18:54:59,3.0,27782.0,35382.0,11508.0,619.0,1740.0,446.0,830.0
2023-08-03 15:00:00,2023-08-13 18:54:59,3.0,29047.0,38975.0,11495.0,689.0,2129.0,407.0,866.0
2023-08-03 16:00:00,2023-08-13 18:54:59,3.0,30657.0,42200.0,11483.0,590.0,2353.0,564.0,886.0
2023-08-03 17:00:00,2023-08-13 18:54:59,3.0,31964.0,44669.0,11482.0,930.0,2511.0,912.0,833.0
2023-08-03 18:00:00,2023-08-13 18:54:59,3.0,32538.0,47948.0,11469.0,1844.0,2540.0,1052.0,822.0
2023-08-03 19:00:00,2023-08-13 18:54:59,3.0,32466.0,50291.0,11503.0,2056.0,2529.0,1253.0,838.0
2023-08-03 20:00:00,2023-08-13 18:54:59,3.0,33268.0,51114.0,11652.0,2565.0,2487.0,1733.0,861.0
2023-08-03 21:00:00,2023-08-13 18:54:59,3.0,33540.0,51938.0,11661.0,2738.0,2483.0,1871.0,890.0
2023-08-03 22:00:00,2023-08-13 18:54:59,3.0,33124.0,53297.0,11658.0,2858.0,2342.0,1702.0,1017.0
2023-08-03 23:00:00,2023-08-13 18:54:59,3.0,32788.0,52863.0,11651.0,2684.0,1973.0,2179.0,1219.0
