UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-03-18 00:00:00,15603.0,18912.0,10352.0,1281.0,359.0,23026.0,399.0
2023-03-18 01:00:00,17290.0,19777.0,10357.0,1613.0,9.0,22969.0,397.0
2023-03-18 02:00:00,18185.0,20278.0,10362.0,1336.0,2.0,22445.0,397.0
2023-03-18 03:00:00,17384.0,19928.0,10363.0,1242.0,1.0,22405.0,394.0
2023-03-18 04:00:00,16501.0,19428.0,10373.0,1202.0,1.0,21847.0,394.0
2023-03-18 05:00:00,15790.0,18737.0,10377.0,1191.0,1.0,21651.0,394.0
2023-03-18 06:00:00,15094.0,18280.0,10378.0,1192.0,1.0,21389.0,394.0
2023-03-18 07:00:00,14820.0,17533.0,10375.0,1190.0,1.0,21424.0,395.0
2023-03-18 08:00:00,14714.0,17164.0,10374.0,1190.0,1.0,21285.0,394.0
2023-03-18 09:00:00,14780.0,17016.0,10375.0,1190.0,1.0,21411.0,391.0
2023-03-18 10:00:00,15098.0,18201.0,10375.0,1189.0,1.0,21656.0,393.0
2023-03-18 11:00:00,15724.0,20003.0,10379.0,1188.0,1.0,21577.0,411.0
2023-03-18 12:00:00,16408.0,21136.0,10380.0,1397.0,1.0,21556.0,415.0
2023-03-18 13:00:00,17117.0,21869.0,10383.0,1516.0,112.0,21686.0,418.0
2023-03-18 14:00:00,18061.0,22307.0,10327.0,1452.0,798.0,21581.0,418.0
2023-03-18 15:00:00,18076.0,21908.0,10248.0,1384.0,1500.0,21924.0,419.0
2023-03-18 16:00:00,16965.0,20654.0,10146.0,1415.0,1789.0,22229.0,422.0
2023-03-18 17:00:00,16542.0,20441.0,10172.0,1290.0,1868.0,22009.0,414.0
2023-03-18 18:00:00,15894.0,19455.0,10225.0,1283.0,1805.0,21682.0,397.0
2023-03-18 19:00:00,15238.0,19194.0,10227.0,1282.0,1662.0,21506.0,388.0
2023-03-18 20:00:00,14648.0,18990.0,10230.0,1278.0,1572.0,21473.0,386.0
2023-03-18 21:00:00,14626.0,18968.0,10230.0,1270.0,1454.0,21523.0,393.0
2023-03-18 22:00:00,14939.0,19748.0,10227.0,1278.0,1340.0,21509.0,407.0
2023-03-18 23:00:00,15603.0,20288.0,10225.0,1273.0,969.0,21518.0,409.0
