,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
0,2023-08-01 00:00:00,454.64,35649.0,42597.0,11139.0,2304.0,1314.0,1517.0,982.0
1,2023-08-01 01:00:00,459.61,35034.0,41081.0,11141.0,1696.0,384.0,1896.0,913.0
2,2023-08-01 02:00:00,458.97,34106.0,39347.0,11143.0,967.0,17.0,2822.0,819.0
3,2023-08-01 03:00:00,445.09,31729.0,36152.0,11152.0,711.0,6.0,4716.0,808.0
4,2023-08-01 04:00:00,424.93,28415.0,32117.0,11153.0,608.0,6.0,6770.0,799.0
5,2023-08-01 05:00:00,420.05,27136.0,30107.0,11161.0,555.0,6.0,6941.0,782.0
6,2023-08-01 06:00:00,415.13,25598.0,28037.0,11166.0,538.0,6.0,6808.0,780.0
7,2023-08-01 07:00:00,403.09,22733.0,26482.0,11166.0,536.0,6.0,6581.0,784.0
8,2023-08-01 08:00:00,395.67,20845.0,26305.0,11169.0,536.0,6.0,6133.0,788.0
9,2023-08-01 09:00:00,396.26,20222.0,26309.0,11174.0,528.0,6.0,5468.0,790.0
10,2023-08-01 10:00:00,400.52,20736.0,26332.0,11182.0,531.0,6.0,5232.0,794.0
11,2023-08-01 11:00:00,405.55,21952.0,27232.0,11184.0,527.0,5.0,5429.0,827.0
12,2023-08-01 12:00:00,408.94,23286.0,27968.0,11188.0,557.0,167.0,5781.0,902.0
13,2023-08-01 13:00:00,406.14,23976.0,28681.0,11188.0,711.0,1078.0,5753.0,946.0
14,2023-08-01 14:00:00,416.21,25120.0,30449.0,11184.0,722.0,1817.0,4012.0,959.0
15,2023-08-01 15:00:00,426.02,26811.0,32375.0,11177.0,717.0,2334.0,2872.0,966.0
16,2023-08-01 16:00:00,428.52,28420.0,34373.0,11172.0,758.0,2637.0,3056.0,974.0
17,2023-08-01 17:00:00,429.91,29822.0,36761.0,11163.0,786.0,2734.0,3421.0,977.0
18,2023-08-01 18:00:00,431.6,31313.0,39449.0,11158.0,1205.0,2693.0,3460.0,962.0
19,2023-08-01 19:00:00,429.89,32169.0,41199.0,11154.0,2061.0,2709.0,3370.0,981.0
20,2023-08-01 20:00:00,426.38,32869.0,42437.0,11149.0,3215.0,2761.0,3330.0,1001.0
21,2023-08-01 21:00:00,426.71,33483.0,43666.0,11142.0,3382.0,2630.0,3549.0,1020.0
22,2023-08-01 22:00:00,433.36,34398.0,44803.0,11135.0,3343.0,2375.0,2861.0,1032.0
23,2023-08-01 23:00:00,436.68,34904.0,44223.0,11130.0,3303.0,2007.0,2958.0,972.0
