,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
0,2023-09-06 00:00:00,2023-09-08 18:25:38,3.0,470.62,32707.0,47132.0,10511.0,2364.0,542.0,14040.0,955.0
1,2023-09-06 01:00:00,2023-09-08 18:25:38,3.0,473.17,32154.0,45871.0,10516.0,1825.0,37.0,13961.0,940.0
2,2023-09-06 02:00:00,2023-09-08 18:25:38,3.0,469.89,31459.0,42129.0,10524.0,814.0,5.0,15019.0,932.0
3,2023-09-06 03:00:00,2023-09-08 18:25:38,3.0,465.08,30171.0,37377.0,10521.0,391.0,5.0,15219.0,905.0
4,2023-09-06 04:00:00,2023-09-08 18:25:38,3.0,454.21,28361.0,33361.0,10521.0,347.0,5.0,15753.0,886.0
5,2023-09-06 05:00:00,2023-09-08 18:25:38,3.0,443.97,26285.0,30738.0,10528.0,312.0,5.0,15808.0,883.0
6,2023-09-06 06:00:00,2023-09-08 18:25:38,3.0,430.77,23817.0,27914.0,10534.0,309.0,5.0,15773.0,877.0
7,2023-09-06 07:00:00,2023-09-08 18:25:38,3.0,423.22,21892.0,26688.0,10535.0,319.0,5.0,15160.0,876.0
8,2023-09-06 08:00:00,2023-09-08 18:25:38,3.0,411.95,19981.0,25775.0,10542.0,339.0,5.0,15133.0,875.0
9,2023-09-06 09:00:00,2023-09-08 18:25:38,3.0,408.29,19340.0,25494.0,10546.0,344.0,5.0,15070.0,873.0
10,2023-09-06 10:00:00,2023-09-08 18:25:38,3.0,408.27,19593.0,25552.0,10557.0,348.0,12.0,15326.0,872.0
11,2023-09-06 11:00:00,2023-09-08 18:25:38,3.0,420.41,21384.0,26805.0,10560.0,346.0,13.0,15142.0,872.0
12,2023-09-06 12:00:00,2023-09-08 18:25:38,3.0,433.58,23648.0,27899.0,10572.0,341.0,34.0,14987.0,867.0
13,2023-09-06 13:00:00,2023-09-08 18:25:38,3.0,451.09,25866.0,28090.0,10576.0,367.0,254.0,13533.0,902.0
14,2023-09-06 14:00:00,2023-09-08 18:25:38,3.0,451.1,25973.0,28579.0,10573.0,373.0,752.0,13206.0,907.0
15,2023-09-06 15:00:00,2023-09-08 18:25:38,3.0,445.3,25994.0,30338.0,10565.0,342.0,1197.0,14097.0,893.0
16,2023-09-06 16:00:00,2023-09-08 18:25:38,3.0,446.8,26871.0,32532.0,10556.0,352.0,1418.0,14572.0,890.0
17,2023-09-06 17:00:00,2023-09-08 18:25:38,3.0,446.7,27261.0,35349.0,10554.0,404.0,1777.0,14829.0,893.0
18,2023-09-06 18:00:00,2023-09-08 18:25:38,3.0,443.58,27745.0,37107.0,10553.0,1135.0,2017.0,15167.0,896.0
19,2023-09-06 19:00:00,2023-09-08 18:25:38,3.0,442.78,27489.0,39837.0,10550.0,1616.0,2093.0,14890.0,903.0
20,2023-09-06 20:00:00,2023-09-08 18:25:38,3.0,446.31,28639.0,40872.0,10554.0,2036.0,2131.0,14753.0,918.0
21,2023-09-06 21:00:00,2023-09-08 18:25:38,3.0,448.81,29211.0,41395.0,10528.0,2730.0,2177.0,14093.0,1032.0
22,2023-09-06 22:00:00,2023-09-08 18:25:38,3.0,458.74,29908.0,42218.0,10513.0,2722.0,1847.0,12838.0,1110.0
23,2023-09-06 23:00:00,2023-09-08 18:25:38,3.0,472.44,30632.0,42186.0,10514.0,2694.0,1172.0,11033.0,1114.0
