Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
37176,2023-03-30 00:00:00,359.96,683.0,1145.0,0.0,22.0,0.0,769.0
37177,2023-03-30 01:00:00,363.81,711.0,1217.0,0.0,33.0,0.0,762.0
37178,2023-03-30 02:00:00,369.41,735.0,1176.0,0.0,22.0,0.0,757.0
37179,2023-03-30 03:00:00,357.29,719.0,1281.0,0.0,82.0,0.0,774.0
37180,2023-03-30 04:00:00,338.96,710.0,1825.0,0.0,222.0,71.0,756.0
37181,2023-03-30 05:00:00,295.17,751.0,2218.0,0.0,285.0,846.0,614.0
37182,2023-03-30 06:00:00,236.82,742.0,2155.0,0.0,260.0,2093.0,498.0
37183,2023-03-30 07:00:00,199.02,736.0,1771.0,0.0,97.0,3098.0,401.0
37184,2023-03-30 08:00:00,160.71,708.0,1244.0,0.0,94.0,3811.0,355.0
37185,2023-03-30 09:00:00,149.08,736.0,1087.0,0.0,114.0,4192.0,321.0
37186,2023-03-30 10:00:00,146.51,760.0,1023.0,0.0,126.0,4298.0,319.0
37187,2023-03-30 11:00:00,134.8,702.0,815.0,0.0,94.0,4169.0,415.0
37188,2023-03-30 12:00:00,147.49,774.0,792.0,0.0,95.0,3768.0,546.0
37189,2023-03-30 13:00:00,180.99,984.0,635.0,0.0,76.0,3089.0,646.0
37190,2023-03-30 14:00:00,225.15,994.0,912.0,0.0,94.0,2156.0,698.0
37191,2023-03-30 15:00:00,297.11,991.0,1533.0,0.0,182.0,972.0,766.0
37192,2023-03-30 16:00:00,348.31,922.0,2203.0,0.0,383.0,111.0,733.0
37193,2023-03-30 17:00:00,328.61,926.0,2289.0,0.0,668.0,0.0,836.0
37194,2023-03-30 18:00:00,319.49,923.0,1963.0,0.0,527.0,0.0,1056.0
37195,2023-03-30 19:00:00,317.47,882.0,1732.0,0.0,283.0,0.0,1233.0
37196,2023-03-30 20:00:00,328.22,855.0,1652.0,0.0,68.0,0.0,1267.0
37197,2023-03-30 21:00:00,332.72,890.0,1777.0,0.0,49.0,0.0,1293.0
37198,2023-03-30 22:00:00,324.49,815.0,1548.0,0.0,6.0,0.0,1305.0
37199,2023-03-30 23:00:00,304.95,719.0,1360.0,0.0,6.0,0.0,1357.0
