Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
43656,2023-12-25 00:00:00,74.75,42.0,51.0,0.0,577.0,105.0,9.0
43657,2023-12-25 01:00:00,71.66,41.0,42.0,0.0,617.0,105.0,9.0
43658,2023-12-25 02:00:00,59.92,41.0,25.0,0.0,825.0,105.0,9.0
43659,2023-12-25 03:00:00,56.37,42.0,25.0,0.0,899.0,105.0,8.0
43660,2023-12-25 04:00:00,55.42,42.0,25.0,0.0,922.0,105.0,8.0
43661,2023-12-25 05:00:00,54.89,42.0,25.0,0.0,950.0,105.0,9.0
43662,2023-12-25 06:00:00,53.64,42.0,25.0,0.0,968.0,105.0,8.0
43663,2023-12-25 07:00:00,53.82,42.0,25.0,44.0,954.0,105.0,8.0
43664,2023-12-25 08:00:00,52.61,42.0,25.0,57.0,986.0,105.0,8.0
43665,2023-12-25 09:00:00,52.94,42.0,25.0,57.0,972.0,104.0,8.0
43666,2023-12-25 10:00:00,53.25,41.0,26.0,75.0,964.0,104.0,9.0
43667,2023-12-25 11:00:00,53.14,42.0,26.0,81.0,961.0,104.0,8.0
43668,2023-12-25 12:00:00,52.9,42.0,26.0,60.0,972.0,104.0,8.0
43669,2023-12-25 13:00:00,53.12,42.0,26.0,37.0,970.0,104.0,8.0
43670,2023-12-25 14:00:00,52.28,42.0,78.0,1.0,965.0,104.0,8.0
43671,2023-12-25 15:00:00,59.76,42.0,74.0,0.0,942.0,104.0,20.0
43672,2023-12-25 16:00:00,61.38,42.0,43.0,0.0,927.0,104.0,20.0
43673,2023-12-25 17:00:00,59.97,42.0,74.0,0.0,924.0,104.0,19.0
43674,2023-12-25 18:00:00,60.71,42.0,83.0,0.0,887.0,104.0,18.0
43675,2023-12-25 19:00:00,56.11,42.0,98.0,0.0,830.0,99.0,8.0
43676,2023-12-25 20:00:00,57.12,41.0,97.0,0.0,793.0,94.0,9.0
43677,2023-12-25 21:00:00,59.33,41.0,97.0,0.0,781.0,104.0,9.0
43678,2023-12-25 22:00:00,60.24,42.0,25.0,0.0,840.0,105.0,10.0
43679,2023-12-25 23:00:00,57.87,42.0,26.0,0.0,891.0,105.0,10.0
