Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
35928,2023-02-06 00:00:00,106.73,26.0,25.0,0.0,233.0,88.0,6.0
35929,2023-02-06 01:00:00,116.5,26.0,25.0,0.0,198.0,88.0,6.0
35930,2023-02-06 02:00:00,113.47,26.0,25.0,0.0,207.0,87.0,6.0
35931,2023-02-06 03:00:00,118.25,26.0,47.0,0.0,172.0,87.0,6.0
35932,2023-02-06 04:00:00,116.7,26.0,88.0,0.0,141.0,87.0,6.0
35933,2023-02-06 05:00:00,118.66,26.0,96.0,0.0,132.0,86.0,7.0
35934,2023-02-06 06:00:00,125.52,27.0,88.0,5.0,123.0,86.0,8.0
35935,2023-02-06 07:00:00,131.68,27.0,88.0,26.0,86.0,86.0,7.0
35936,2023-02-06 08:00:00,123.73,27.0,96.0,38.0,88.0,86.0,6.0
35937,2023-02-06 09:00:00,123.34,27.0,97.0,37.0,89.0,86.0,6.0
35938,2023-02-06 10:00:00,129.54,27.0,96.0,34.0,75.0,87.0,6.0
35939,2023-02-06 11:00:00,121.03,27.0,89.0,33.0,106.0,86.0,6.0
35940,2023-02-06 12:00:00,116.66,27.0,88.0,29.0,125.0,87.0,6.0
35941,2023-02-06 13:00:00,118.2,27.0,88.0,17.0,128.0,87.0,6.0
35942,2023-02-06 14:00:00,111.83,26.0,88.0,4.0,154.0,86.0,6.0
35943,2023-02-06 15:00:00,107.48,26.0,88.0,0.0,173.0,86.0,6.0
35944,2023-02-06 16:00:00,111.49,26.0,89.0,0.0,157.0,86.0,6.0
35945,2023-02-06 17:00:00,111.46,26.0,88.0,0.0,158.0,86.0,6.0
35946,2023-02-06 18:00:00,111.18,26.0,88.0,0.0,159.0,86.0,6.0
35947,2023-02-06 19:00:00,119.83,26.0,88.0,0.0,130.0,86.0,6.0
35948,2023-02-06 20:00:00,124.18,26.0,88.0,0.0,118.0,87.0,6.0
35949,2023-02-06 21:00:00,130.75,26.0,88.0,0.0,101.0,88.0,6.0
35950,2023-02-06 22:00:00,142.38,26.0,68.0,0.0,91.0,87.0,6.0
35951,2023-02-06 23:00:00,120.48,26.0,88.0,0.0,130.0,88.0,6.0
