Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
35496,2023-01-19 00:00:00,20.38,20.0,88.0,0.0,426.0,74.0,9.0
35497,2023-01-19 01:00:00,21.28,20.0,88.0,0.0,399.0,75.0,9.0
35498,2023-01-19 02:00:00,23.77,20.0,91.0,0.0,334.0,75.0,9.0
35499,2023-01-19 03:00:00,26.2,20.0,88.0,0.0,288.0,75.0,9.0
35500,2023-01-19 04:00:00,30.87,21.0,75.0,0.0,258.0,74.0,10.0
35501,2023-01-19 05:00:00,34.49,21.0,91.0,0.0,196.0,74.0,10.0
35502,2023-01-19 06:00:00,44.18,21.0,93.0,1.0,119.0,74.0,11.0
35503,2023-01-19 07:00:00,47.78,21.0,90.0,7.0,92.0,74.0,11.0
35504,2023-01-19 08:00:00,45.18,21.0,96.0,16.0,95.0,73.0,11.0
35505,2023-01-19 09:00:00,50.83,21.0,70.0,21.0,70.0,74.0,10.0
35506,2023-01-19 10:00:00,50.26,21.0,96.0,25.0,43.0,74.0,10.0
35507,2023-01-19 11:00:00,53.02,21.0,97.0,23.0,30.0,74.0,10.0
35508,2023-01-19 12:00:00,56.33,21.0,93.0,16.0,26.0,74.0,10.0
35509,2023-01-19 13:00:00,60.9,21.0,90.0,6.0,22.0,73.0,10.0
35510,2023-01-19 14:00:00,61.34,20.0,88.0,1.0,13.0,74.0,9.0
35511,2023-01-19 15:00:00,60.77,21.0,94.0,0.0,16.0,73.0,9.0
35512,2023-01-19 16:00:00,57.8,21.0,95.0,0.0,17.0,73.0,8.0
35513,2023-01-19 17:00:00,58.35,21.0,97.0,0.0,12.0,74.0,8.0
35514,2023-01-19 18:00:00,56.34,20.0,97.0,0.0,14.0,74.0,8.0
35515,2023-01-19 19:00:00,58.76,20.0,96.0,0.0,15.0,74.0,9.0
35516,2023-01-19 20:00:00,59.32,20.0,88.0,0.0,21.0,74.0,9.0
35517,2023-01-19 21:00:00,57.68,20.0,88.0,0.0,27.0,74.0,9.0
35518,2023-01-19 22:00:00,54.3,20.0,88.0,0.0,31.0,74.0,8.0
35519,2023-01-19 23:00:00,51.72,20.0,88.0,0.0,42.0,74.0,8.0
