UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-02-10 00:00:00,25.0,25.0,0.0,600.0,83.0,8.0
2023-02-10 01:00:00,25.0,25.0,0.0,612.0,83.0,8.0
2023-02-10 02:00:00,25.0,49.0,0.0,625.0,83.0,8.0
2023-02-10 03:00:00,25.0,57.0,0.0,645.0,83.0,8.0
2023-02-10 04:00:00,25.0,85.0,0.0,668.0,82.0,8.0
2023-02-10 05:00:00,27.0,96.0,0.0,671.0,82.0,9.0
2023-02-10 06:00:00,27.0,93.0,3.0,665.0,82.0,9.0
2023-02-10 07:00:00,27.0,88.0,12.0,653.0,82.0,9.0
2023-02-10 08:00:00,27.0,88.0,21.0,609.0,83.0,9.0
2023-02-10 09:00:00,26.0,88.0,31.0,646.0,83.0,9.0
2023-02-10 10:00:00,26.0,88.0,67.0,645.0,83.0,8.0
2023-02-10 11:00:00,26.0,88.0,98.0,618.0,83.0,7.0
2023-02-10 12:00:00,26.0,88.0,101.0,574.0,82.0,7.0
2023-02-10 13:00:00,26.0,88.0,73.0,505.0,82.0,7.0
2023-02-10 14:00:00,25.0,88.0,24.0,421.0,82.0,7.0
2023-02-10 15:00:00,25.0,88.0,0.0,361.0,82.0,8.0
2023-02-10 16:00:00,26.0,94.0,0.0,344.0,82.0,7.0
2023-02-10 17:00:00,25.0,96.0,0.0,343.0,82.0,8.0
2023-02-10 18:00:00,26.0,91.0,0.0,411.0,82.0,7.0
2023-02-10 19:00:00,26.0,73.0,0.0,441.0,82.0,7.0
2023-02-10 20:00:00,26.0,88.0,0.0,514.0,82.0,7.0
2023-02-10 21:00:00,26.0,47.0,0.0,566.0,83.0,7.0
2023-02-10 22:00:00,26.0,47.0,0.0,587.0,83.0,7.0
2023-02-10 23:00:00,26.0,25.0,0.0,612.0,82.0,7.0
