Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
39744,2023-07-15 00:00:00,134.21,43.0,25.0,0.0,170.0,70.0,3.0
39745,2023-07-15 01:00:00,147.03,43.0,25.0,3.0,136.0,66.0,3.0
39746,2023-07-15 02:00:00,152.86,43.0,25.0,15.0,115.0,65.0,3.0
39747,2023-07-15 03:00:00,133.85,43.0,25.0,65.0,120.0,65.0,3.0
39748,2023-07-15 04:00:00,127.17,43.0,25.0,142.0,84.0,65.0,3.0
39749,2023-07-15 05:00:00,124.48,43.0,25.0,228.0,37.0,70.0,3.0
39750,2023-07-15 06:00:00,113.58,43.0,25.0,303.0,30.0,70.0,3.0
39751,2023-07-15 07:00:00,106.42,43.0,25.0,373.0,14.0,65.0,3.0
39752,2023-07-15 08:00:00,99.69,42.0,25.0,440.0,8.0,65.0,3.0
39753,2023-07-15 09:00:00,96.18,42.0,25.0,470.0,14.0,65.0,3.0
39754,2023-07-15 10:00:00,97.68,42.0,25.0,449.0,16.0,65.0,3.0
39755,2023-07-15 11:00:00,99.71,42.0,25.0,430.0,14.0,65.0,3.0
39756,2023-07-15 12:00:00,101.63,42.0,25.0,412.0,13.0,65.0,3.0
39757,2023-07-15 13:00:00,105.51,41.0,25.0,376.0,9.0,65.0,3.0
39758,2023-07-15 14:00:00,119.4,41.0,25.0,282.0,6.0,64.0,3.0
39759,2023-07-15 15:00:00,131.86,41.0,25.0,223.0,5.0,64.0,3.0
39760,2023-07-15 16:00:00,163.97,42.0,25.0,134.0,1.0,65.0,3.0
39761,2023-07-15 17:00:00,213.15,42.0,26.0,52.0,3.0,70.0,3.0
39762,2023-07-15 18:00:00,242.43,42.0,26.0,3.0,20.0,70.0,3.0
39763,2023-07-15 19:00:00,189.55,42.0,26.0,0.0,71.0,70.0,3.0
39764,2023-07-15 20:00:00,137.18,42.0,26.0,0.0,159.0,70.0,3.0
39765,2023-07-15 21:00:00,99.65,42.0,26.0,0.0,286.0,70.0,3.0
39766,2023-07-15 22:00:00,76.68,41.0,26.0,0.0,429.0,70.0,3.0
39767,2023-07-15 23:00:00,64.91,41.0,25.0,0.0,554.0,70.0,3.0
