Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
39024,2023-06-15 00:00:00,181.7,799.0,166.0,2085.0,596.0,0.0,7.0,27.0
39025,2023-06-15 01:00:00,181.94,804.0,167.0,2085.0,608.0,0.0,6.0,28.0
39026,2023-06-15 02:00:00,176.1,777.0,166.0,2084.0,643.0,2.0,4.0,26.0
39027,2023-06-15 03:00:00,174.37,777.0,167.0,2084.0,614.0,68.0,4.0,27.0
39028,2023-06-15 04:00:00,163.0,801.0,164.0,2085.0,768.0,255.0,5.0,29.0
39029,2023-06-15 05:00:00,148.67,806.0,159.0,2082.0,839.0,596.0,5.0,29.0
39030,2023-06-15 06:00:00,146.92,850.0,158.0,2083.0,790.0,878.0,8.0,28.0
39031,2023-06-15 07:00:00,141.54,827.0,154.0,2085.0,711.0,1024.0,13.0,29.0
39032,2023-06-15 08:00:00,134.72,796.0,152.0,2086.0,682.0,1140.0,24.0,28.0
39033,2023-06-15 09:00:00,128.55,754.0,154.0,2082.0,662.0,1191.0,31.0,27.0
39034,2023-06-15 10:00:00,148.8,899.0,151.0,2083.0,679.0,1082.0,46.0,27.0
39035,2023-06-15 11:00:00,142.33,831.0,148.0,2084.0,704.0,976.0,51.0,28.0
39036,2023-06-15 12:00:00,137.73,755.0,150.0,2085.0,662.0,826.0,64.0,27.0
39037,2023-06-15 13:00:00,139.81,750.0,150.0,2083.0,675.0,733.0,55.0,28.0
39038,2023-06-15 14:00:00,144.99,763.0,153.0,2082.0,736.0,567.0,59.0,30.0
39039,2023-06-15 15:00:00,152.5,796.0,155.0,2082.0,868.0,358.0,55.0,29.0
39040,2023-06-15 16:00:00,157.17,788.0,160.0,2083.0,938.0,146.0,41.0,31.0
39041,2023-06-15 17:00:00,159.15,822.0,162.0,2085.0,1145.0,24.0,32.0,32.0
39042,2023-06-15 18:00:00,172.01,918.0,158.0,2085.0,1155.0,1.0,49.0,30.0
39043,2023-06-15 19:00:00,170.1,844.0,160.0,2084.0,954.0,0.0,48.0,29.0
39044,2023-06-15 20:00:00,184.0,869.0,160.0,2083.0,715.0,0.0,55.0,29.0
39045,2023-06-15 21:00:00,176.32,808.0,164.0,2083.0,690.0,0.0,52.0,30.0
39046,2023-06-15 22:00:00,191.75,886.0,165.0,2083.0,620.0,0.0,47.0,29.0
39047,2023-06-15 23:00:00,186.22,840.0,165.0,2082.0,608.0,0.0,33.0,28.0
