Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
36768,2023-03-13 00:00:00,334.91,1442.0,335.0,2170.0,135.0,0.0,17.0,31.0
36769,2023-03-13 01:00:00,337.25,1457.0,336.0,2171.0,134.0,0.0,11.0,28.0
36770,2023-03-13 02:00:00,346.91,1541.0,337.0,2171.0,133.0,0.0,11.0,30.0
36771,2023-03-13 03:00:00,356.51,1628.0,336.0,2170.0,134.0,0.0,10.0,30.0
36772,2023-03-13 04:00:00,363.18,1752.0,344.0,2169.0,211.0,10.0,10.0,30.0
36773,2023-03-13 05:00:00,342.54,1734.0,347.0,2170.0,250.0,250.0,13.0,31.0
36774,2023-03-13 06:00:00,299.01,1605.0,344.0,2171.0,351.0,701.0,7.0,32.0
36775,2023-03-13 07:00:00,288.59,1627.0,338.0,2169.0,259.0,1050.0,24.0,31.0
36776,2023-03-13 08:00:00,271.87,1543.0,327.0,2170.0,243.0,1226.0,52.0,30.0
36777,2023-03-13 09:00:00,268.37,1508.0,322.0,2170.0,150.0,1322.0,54.0,28.0
36778,2023-03-13 10:00:00,266.76,1492.0,321.0,2169.0,134.0,1341.0,53.0,29.0
36779,2023-03-13 11:00:00,268.38,1488.0,320.0,2170.0,130.0,1301.0,46.0,30.0
36780,2023-03-13 12:00:00,273.71,1491.0,322.0,2170.0,131.0,1189.0,39.0,31.0
36781,2023-03-13 13:00:00,284.0,1495.0,323.0,2170.0,133.0,979.0,27.0,31.0
36782,2023-03-13 14:00:00,299.77,1496.0,327.0,2171.0,140.0,653.0,30.0,30.0
36783,2023-03-13 15:00:00,322.37,1499.0,335.0,2169.0,194.0,202.0,39.0,31.0
36784,2023-03-13 16:00:00,333.65,1637.0,336.0,2169.0,438.0,5.0,33.0,32.0
36785,2023-03-13 17:00:00,321.97,1707.0,340.0,2169.0,739.0,0.0,38.0,32.0
36786,2023-03-13 18:00:00,317.96,1739.0,341.0,2171.0,870.0,0.0,29.0,32.0
36787,2023-03-13 19:00:00,317.09,1541.0,340.0,2170.0,552.0,0.0,24.0,30.0
36788,2023-03-13 20:00:00,343.28,1680.0,339.0,2170.0,366.0,0.0,35.0,29.0
36789,2023-03-13 21:00:00,357.34,1706.0,332.0,2169.0,205.0,0.0,35.0,30.0
36790,2023-03-13 22:00:00,352.5,1606.0,335.0,2171.0,132.0,0.0,31.0,30.0
36791,2023-03-13 23:00:00,341.98,1512.0,335.0,2171.0,130.0,0.0,34.0,30.0
