UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass
2023-06-15 00:00:00,799.0,166.0,2085.0,596.0,0.0,7.0,27.0
2023-06-15 01:00:00,804.0,167.0,2085.0,608.0,0.0,6.0,28.0
2023-06-15 02:00:00,777.0,166.0,2084.0,643.0,2.0,4.0,26.0
2023-06-15 03:00:00,777.0,167.0,2084.0,614.0,68.0,4.0,27.0
2023-06-15 04:00:00,801.0,164.0,2085.0,768.0,255.0,5.0,29.0
2023-06-15 05:00:00,806.0,159.0,2082.0,839.0,596.0,5.0,29.0
2023-06-15 06:00:00,850.0,158.0,2083.0,790.0,878.0,8.0,28.0
2023-06-15 07:00:00,827.0,154.0,2085.0,711.0,1024.0,13.0,29.0
2023-06-15 08:00:00,796.0,152.0,2086.0,682.0,1140.0,24.0,28.0
2023-06-15 09:00:00,754.0,154.0,2082.0,662.0,1191.0,31.0,27.0
2023-06-15 10:00:00,899.0,151.0,2083.0,679.0,1082.0,46.0,27.0
2023-06-15 11:00:00,831.0,148.0,2084.0,704.0,976.0,51.0,28.0
2023-06-15 12:00:00,755.0,150.0,2085.0,662.0,826.0,64.0,27.0
2023-06-15 13:00:00,750.0,150.0,2083.0,675.0,733.0,55.0,28.0
2023-06-15 14:00:00,763.0,153.0,2082.0,736.0,567.0,59.0,30.0
2023-06-15 15:00:00,796.0,155.0,2082.0,868.0,358.0,55.0,29.0
2023-06-15 16:00:00,788.0,160.0,2083.0,938.0,146.0,41.0,31.0
2023-06-15 17:00:00,822.0,162.0,2085.0,1145.0,24.0,32.0,32.0
2023-06-15 18:00:00,918.0,158.0,2085.0,1155.0,1.0,49.0,30.0
2023-06-15 19:00:00,844.0,160.0,2084.0,954.0,0.0,48.0,29.0
2023-06-15 20:00:00,869.0,160.0,2083.0,715.0,0.0,55.0,29.0
2023-06-15 21:00:00,808.0,164.0,2083.0,690.0,0.0,52.0,30.0
2023-06-15 22:00:00,886.0,165.0,2083.0,620.0,0.0,47.0,29.0
2023-06-15 23:00:00,840.0,165.0,2082.0,608.0,0.0,33.0,28.0
