Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
36960,2023-03-21 00:00:00,117.85,674.0,242.0,4372.0,0.0,1287.0,0.0,1275.0,809.0,113.0
36961,2023-03-21 01:00:00,109.37,652.0,222.0,4371.0,0.0,1200.0,0.0,1921.0,815.0,120.0
36962,2023-03-21 02:00:00,105.42,645.0,230.0,4372.0,0.0,1160.0,0.0,2283.0,789.0,119.0
36963,2023-03-21 03:00:00,101.34,626.0,233.0,4371.0,0.0,1135.0,0.0,2571.0,778.0,117.0
36964,2023-03-21 04:00:00,102.86,647.0,226.0,4372.0,0.0,1237.0,28.0,2440.0,780.0,117.0
36965,2023-03-21 05:00:00,104.41,709.0,226.0,4372.0,0.0,1585.0,90.0,2255.0,772.0,94.0
36966,2023-03-21 06:00:00,106.41,737.0,236.0,4370.0,0.0,1817.0,158.0,1937.0,776.0,75.0
36967,2023-03-21 07:00:00,108.48,746.0,234.0,4362.0,0.0,2087.0,215.0,1499.0,771.0,73.0
36968,2023-03-21 08:00:00,106.69,742.0,177.0,4374.0,23.0,2052.0,252.0,1509.0,766.0,67.0
36969,2023-03-21 09:00:00,101.01,709.0,182.0,4380.0,0.0,1966.0,271.0,1821.0,740.0,74.0
36970,2023-03-21 10:00:00,99.96,679.0,225.0,4376.0,0.0,1724.0,271.0,2088.0,725.0,76.0
36971,2023-03-21 11:00:00,93.37,627.0,203.0,4375.0,0.0,1314.0,238.0,2606.0,729.0,62.0
36972,2023-03-21 12:00:00,92.36,645.0,178.0,4374.0,0.0,1235.0,187.0,2873.0,732.0,62.0
36973,2023-03-21 13:00:00,92.25,634.0,188.0,4375.0,0.0,1246.0,133.0,2943.0,742.0,71.0
36974,2023-03-21 14:00:00,96.03,656.0,224.0,4376.0,0.0,1322.0,73.0,2850.0,764.0,72.0
36975,2023-03-21 15:00:00,99.14,664.0,238.0,4375.0,0.0,1382.0,21.0,2564.0,766.0,67.0
36976,2023-03-21 16:00:00,101.8,699.0,234.0,4376.0,0.0,1404.0,0.0,2556.0,781.0,69.0
36977,2023-03-21 17:00:00,99.68,680.0,236.0,4375.0,0.0,1399.0,0.0,2710.0,803.0,72.0
36978,2023-03-21 18:00:00,97.23,651.0,237.0,4376.0,0.0,1502.0,0.0,2684.0,800.0,74.0
36979,2023-03-21 19:00:00,98.24,642.0,244.0,4375.0,0.0,1483.0,0.0,2591.0,807.0,80.0
36980,2023-03-21 20:00:00,101.32,626.0,247.0,4375.0,0.0,1450.0,0.0,2203.0,803.0,88.0
36981,2023-03-21 21:00:00,106.82,641.0,242.0,4375.0,0.0,1457.0,0.0,1771.0,799.0,96.0
36982,2023-03-21 22:00:00,112.26,651.0,235.0,4375.0,0.0,1358.0,0.0,1416.0,800.0,99.0
36983,2023-03-21 23:00:00,115.09,624.0,238.0,4376.0,0.0,1263.0,0.0,1119.0,802.0,105.0
