Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
40824,2023-08-29 00:00:00,2024-07-17 00:00:00,3.1,202.31,287.0,72.0,22.0,0.0,468.0,405.0
40825,2023-08-29 01:00:00,2024-07-17 00:00:00,3.1,199.92,237.0,71.0,21.0,0.0,347.0,399.0
40826,2023-08-29 02:00:00,2024-07-17 00:00:00,3.1,204.34,229.0,71.0,21.0,0.0,292.0,409.0
40827,2023-08-29 03:00:00,2024-07-17 00:00:00,3.1,219.53,238.0,72.0,22.0,0.0,253.0,401.0
40828,2023-08-29 04:00:00,2024-07-17 00:00:00,3.1,247.85,372.0,92.0,25.0,18.0,342.0,470.0
40829,2023-08-29 05:00:00,2024-07-17 00:00:00,3.1,201.9,394.0,116.0,25.0,178.0,410.0,623.0
40830,2023-08-29 06:00:00,2024-07-17 00:00:00,3.1,169.43,381.0,153.0,25.0,473.0,340.0,731.0
40831,2023-08-29 07:00:00,2024-07-17 00:00:00,3.1,130.39,325.0,91.0,21.0,783.0,290.0,708.0
40832,2023-08-29 08:00:00,2024-07-17 00:00:00,3.1,139.37,375.0,84.0,23.0,949.0,247.0,657.0
40833,2023-08-29 09:00:00,2024-07-17 00:00:00,3.1,139.86,359.0,81.0,22.0,907.0,291.0,569.0
40834,2023-08-29 10:00:00,2024-07-17 00:00:00,3.1,157.58,383.0,140.0,28.0,889.0,215.0,593.0
40835,2023-08-29 11:00:00,2024-07-17 00:00:00,3.1,107.13,254.0,88.0,23.0,928.0,339.0,561.0
40836,2023-08-29 12:00:00,2024-07-17 00:00:00,3.1,100.18,242.0,111.0,22.0,949.0,443.0,568.0
40837,2023-08-29 13:00:00,2024-07-17 00:00:00,3.1,106.91,255.0,112.0,22.0,760.0,547.0,588.0
40838,2023-08-29 14:00:00,2024-07-17 00:00:00,3.1,130.99,345.0,149.0,25.0,647.0,661.0,673.0
40839,2023-08-29 15:00:00,2024-07-17 00:00:00,3.1,146.53,355.0,177.0,27.0,520.0,564.0,720.0
40840,2023-08-29 16:00:00,2024-07-17 00:00:00,3.1,182.12,414.0,137.0,26.0,309.0,449.0,729.0
40841,2023-08-29 17:00:00,2024-07-17 00:00:00,3.1,169.52,276.0,118.0,23.0,108.0,359.0,666.0
40842,2023-08-29 18:00:00,2024-07-17 00:00:00,3.1,196.39,262.0,127.0,27.0,6.0,328.0,559.0
40843,2023-08-29 19:00:00,2024-07-17 00:00:00,3.1,217.68,317.0,124.0,26.0,0.0,379.0,520.0
40844,2023-08-29 20:00:00,2024-07-17 00:00:00,3.1,216.95,299.0,86.0,24.0,0.0,357.0,473.0
40845,2023-08-29 21:00:00,2024-07-17 00:00:00,3.1,217.69,291.0,76.0,23.0,0.0,329.0,469.0
40846,2023-08-29 22:00:00,2024-07-17 00:00:00,3.1,217.98,286.0,76.0,23.0,0.0,378.0,406.0
40847,2023-08-29 23:00:00,2024-07-17 00:00:00,3.1,237.36,313.0,76.0,23.0,0.0,370.0,378.0
