Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
36888,2023-03-18 00:00:00,265.59,346.0,309.0,36.0,2.0,994.0,604.0
36889,2023-03-18 01:00:00,269.11,355.0,279.0,37.0,2.0,966.0,550.0
36890,2023-03-18 02:00:00,275.34,349.0,280.0,36.0,2.0,899.0,564.0
36891,2023-03-18 03:00:00,304.8,355.0,286.0,37.0,2.0,704.0,552.0
36892,2023-03-18 04:00:00,294.05,374.0,295.0,38.0,0.0,820.0,561.0
36893,2023-03-18 05:00:00,360.96,434.0,434.0,58.0,1.0,517.0,693.0
36894,2023-03-18 06:00:00,348.36,416.0,384.0,53.0,33.0,510.0,714.0
36895,2023-03-18 07:00:00,302.98,378.0,303.0,44.0,116.0,635.0,713.0
36896,2023-03-18 08:00:00,275.54,363.0,276.0,48.0,243.0,721.0,616.0
36897,2023-03-18 09:00:00,262.13,355.0,265.0,47.0,367.0,704.0,628.0
36898,2023-03-18 10:00:00,262.37,354.0,247.0,47.0,404.0,647.0,661.0
36899,2023-03-18 11:00:00,249.2,348.0,226.0,46.0,512.0,655.0,569.0
36900,2023-03-18 12:00:00,252.73,341.0,223.0,46.0,546.0,578.0,505.0
36901,2023-03-18 13:00:00,284.12,347.0,236.0,47.0,470.0,386.0,627.0
36902,2023-03-18 14:00:00,297.31,355.0,247.0,47.0,336.0,416.0,681.0
36903,2023-03-18 15:00:00,351.64,493.0,318.0,51.0,218.0,403.0,707.0
36904,2023-03-18 16:00:00,423.74,666.0,503.0,58.0,80.0,388.0,619.0
36905,2023-03-18 17:00:00,468.55,778.0,520.0,57.0,6.0,285.0,679.0
36906,2023-03-18 18:00:00,480.18,826.0,520.0,57.0,0.0,240.0,731.0
36907,2023-03-18 19:00:00,491.63,853.0,519.0,57.0,0.0,191.0,751.0
36908,2023-03-18 20:00:00,508.67,888.0,517.0,59.0,0.0,157.0,707.0
36909,2023-03-18 21:00:00,490.86,800.0,446.0,54.0,0.0,194.0,684.0
36910,2023-03-18 22:00:00,468.92,735.0,390.0,52.0,0.0,229.0,715.0
36911,2023-03-18 23:00:00,428.58,584.0,310.0,43.0,0.0,301.0,662.0
