Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
39552,2023-07-07 00:00:00,2024-07-17 00:00:00,3.1,229.68,376.0,106.0,25.0,0.0,1190.0,499.0
39553,2023-07-07 01:00:00,2024-07-17 00:00:00,3.1,229.83,355.0,107.0,25.0,0.0,1133.0,536.0
39554,2023-07-07 02:00:00,2024-07-17 00:00:00,3.1,223.32,320.0,107.0,25.0,2.0,1099.0,532.0
39555,2023-07-07 03:00:00,2024-07-17 00:00:00,3.1,234.61,338.0,105.0,25.0,57.0,991.0,578.0
39556,2023-07-07 04:00:00,2024-07-17 00:00:00,3.1,263.47,412.0,109.0,25.0,207.0,778.0,657.0
39557,2023-07-07 05:00:00,2024-07-17 00:00:00,3.1,261.47,436.0,167.0,32.0,525.0,635.0,681.0
39558,2023-07-07 06:00:00,2024-07-17 00:00:00,3.1,195.97,332.0,132.0,27.0,1021.0,688.0,680.0
39559,2023-07-07 07:00:00,2024-07-17 00:00:00,3.1,171.74,352.0,105.0,25.0,1474.0,693.0,423.0
39560,2023-07-07 08:00:00,2024-07-17 00:00:00,3.1,150.1,302.0,103.0,24.0,1832.0,608.0,348.0
39561,2023-07-07 09:00:00,2024-07-17 00:00:00,3.1,137.38,277.0,96.0,23.0,2114.0,565.0,345.0
39562,2023-07-07 10:00:00,2024-07-17 00:00:00,3.1,148.7,343.0,95.0,23.0,2154.0,573.0,345.0
39563,2023-07-07 11:00:00,2024-07-17 00:00:00,3.1,141.28,310.0,96.0,23.0,2162.0,584.0,323.0
39564,2023-07-07 12:00:00,2024-07-17 00:00:00,3.1,141.84,315.0,95.0,23.0,2124.0,605.0,300.0
39565,2023-07-07 13:00:00,2024-07-17 00:00:00,3.1,133.59,270.0,97.0,23.0,2103.0,618.0,314.0
39566,2023-07-07 14:00:00,2024-07-17 00:00:00,3.1,143.35,288.0,96.0,23.0,1955.0,566.0,316.0
39567,2023-07-07 15:00:00,2024-07-17 00:00:00,3.1,162.14,307.0,100.0,23.0,1620.0,516.0,321.0
39568,2023-07-07 16:00:00,2024-07-17 00:00:00,3.1,221.82,395.0,128.0,23.0,1101.0,420.0,338.0
39569,2023-07-07 17:00:00,2024-07-17 00:00:00,3.1,320.54,476.0,158.0,26.0,541.0,298.0,351.0
39570,2023-07-07 18:00:00,2024-07-17 00:00:00,3.1,393.62,433.0,186.0,29.0,191.0,214.0,376.0
39571,2023-07-07 19:00:00,2024-07-17 00:00:00,3.1,440.99,414.0,169.0,27.0,48.0,147.0,420.0
39572,2023-07-07 20:00:00,2024-07-17 00:00:00,3.1,422.01,356.0,115.0,23.0,2.0,114.0,558.0
39573,2023-07-07 21:00:00,2024-07-17 00:00:00,3.1,400.98,322.0,98.0,23.0,0.0,102.0,641.0
39574,2023-07-07 22:00:00,2024-07-17 00:00:00,3.1,403.98,331.0,90.0,22.0,0.0,97.0,648.0
39575,2023-07-07 23:00:00,2024-07-17 00:00:00,3.1,416.53,342.0,91.0,22.0,0.0,87.0,614.0
